,keypoints
50,"[[147.05399066  49.74155163]
 [155.3589885   41.26069299]
 [143.97400741  41.72290368]
 [166.51001701  41.05740245]
 [143.26698659  44.17243208]
 [187.43224136  56.06576854]
 [135.3037367   61.8991786 ]
 [244.13416621  56.25221871]
 [ 88.87188809  54.57423664]
 [276.2375978   52.75247834]
 [ 43.2691307   48.75909148]
 [190.71752687 122.02414916]
 [146.36789536 124.33734328]
 [200.96286394 181.68293045]
 [140.67140922 191.22402303]
 [189.93652542 213.10665443]
 [139.57869726 214.49032639]]"
51,"[[147.18981747  49.68980566]
 [155.49548432  41.37535253]
 [143.91933038  41.66126705]
 [166.59575538  41.17234342]
 [143.2634508   44.09113568]
 [187.65877118  56.12902358]
 [135.1272119   61.88409411]
 [243.97208598  56.23295179]
 [ 88.50081204  54.66784372]
 [276.68885322  53.25690102]
 [ 43.41778621  48.44250225]
 [190.30632901 122.23457572]
 [146.2329081  124.38357781]
 [201.11534451 182.03653566]
 [140.22811035 191.65831112]
 [190.03341675 213.08428054]
 [139.04786454 214.50822919]]"
52,"[[148.09579683  49.20942267]
 [156.5669075   41.35743417]
 [144.76034956  41.43160432]
 [167.42394182  41.01736305]
 [143.97425901  43.47935407]
 [187.78165291  56.42761704]
 [135.65078163  61.94904064]
 [243.84382723  55.7050776 ]
 [ 89.24668652  54.07114516]
 [276.52471716  51.24578073]
 [ 43.28967007  48.5351131 ]
 [190.73944867 122.68716163]
 [146.95871519 124.50467485]
 [201.40509419 181.76248978]
 [141.04249804 174.11238466]
 [190.31780488 213.65679218]
 [139.25956971 215.06909574]]"
53,"[[150.60795234  48.8261226 ]
 [156.4432101   41.31071998]
 [148.12318782  42.82035617]
 [167.32903904  41.00811774]
 [143.9656738   43.35937625]
 [193.95843933  58.08101174]
 [135.6291565   61.92841431]
 [242.70963289  49.60342539]
 [ 89.33776289  54.16324921]
 [274.96726586  51.09174125]
 [ 43.297557    48.62278695]
 [190.83220751 122.75119804]
 [146.96321567 124.78863959]
 [201.30271484 182.49362051]
 [140.98487854 174.98992292]
 [190.88325793 213.8265416 ]
 [139.39561415 215.02770707]]"
54,"[[150.73281118  48.44947754]
 [156.88319248  41.24485246]
 [148.64310067  42.50468613]
 [167.45328907  40.75073426]
 [143.96570475  42.22605304]
 [193.59898413  57.83191931]
 [134.75731885  59.27135435]
 [245.39905184  54.98783618]
 [ 94.63106231  52.03111491]
 [277.14701407  51.97834702]
 [ 49.61874164  48.34844829]
 [190.68274878 122.79081112]
 [147.29876791 123.41718029]
 [200.50800814 181.15585788]
 [140.88344637 172.43031061]
 [190.46177156 213.20487946]
 [139.25995821 214.38804084]]"
55,"[[150.58717751  48.44928944]
 [156.72877011  41.2781816 ]
 [148.4913917   42.60577034]
 [167.31512323  40.87488003]
 [144.03346814  42.36482969]
 [193.6713563   57.87313435]
 [134.71714222  59.28594471]
 [243.31999917  49.77974398]
 [ 95.30324516  52.13445637]
 [277.47155933  52.07576429]
 [ 50.32276921  48.0820445 ]
 [190.5243409  122.83515972]
 [147.24362939 123.47160458]
 [200.36030116 181.4020535 ]
 [140.75686538 172.34365144]
 [190.58038894 213.55883013]
 [139.38487019 214.88644238]]"
56,"[[152.00042669  48.18298332]
 [157.82842765  41.41264126]
 [149.63247667  42.25952109]
 [167.66076353  41.06729672]
 [145.59311384  41.90256619]
 [193.99676398  58.11876494]
 [135.64976381  58.94523331]
 [244.01355894  49.97362571]
 [ 96.22395029  52.27104016]
 [278.14022187  52.07068476]
 [ 49.99123981  47.99693321]
 [190.26189745 123.22479725]
 [147.20780052 123.45252938]
 [192.61525087 181.21629353]
 [140.41890615 171.32490557]
 [190.84886329 213.73111751]
 [139.01718565 214.80126272]]"
57,"[[152.06542185  48.17911416]
 [157.89343274  41.31367973]
 [149.70386264  42.23714684]
 [167.75556473  40.82655321]
 [145.64661699  41.90872804]
 [194.03368803  58.10012022]
 [135.67105865  58.93800722]
 [243.90432326  49.79704232]
 [ 96.04334614  52.26942102]
 [277.80848258  51.98783615]
 [ 50.38657097  48.0908843 ]
 [190.33088451 123.15624906]
 [147.17874725 123.20876391]
 [199.85919478 181.44384443]
 [140.44190498 171.00828162]
 [190.99289051 214.09401686]
 [139.25136426 214.98859771]]"
58,"[[152.71723385  47.89291245]
 [158.37795431  41.52912252]
 [150.42102667  42.09612958]
 [168.30193417  40.82765796]
 [147.12274496  41.73370519]
 [194.54271229  58.00562977]
 [135.88018465  59.02973326]
 [246.40558615  54.91866671]
 [ 97.05258005  52.57580343]
 [277.22876189  52.01600039]
 [ 49.76367939  48.0226521 ]
 [190.09445701 123.47552944]
 [147.24426713 123.1263946 ]
 [191.78001301 181.97908868]
 [140.18045782 171.50265529]
 [199.30191119 212.64436633]
 [139.6435646  214.69390307]]"
59,"[[152.82788896  47.99114327]
 [158.45605096  41.70765929]
 [150.56788805  42.15013787]
 [168.33323768  41.00248403]
 [147.12286605  41.70429223]
 [194.47512718  58.08143497]
 [135.67613295  58.97203597]
 [246.24392165  54.9629095 ]
 [ 97.03585834  52.79416183]
 [277.23459972  52.03103496]
 [ 49.44525046  47.86240084]
 [189.79430175 123.52993618]
 [147.10192843 123.4205242 ]
 [192.02967956 182.54909239]
 [140.20435001 171.66291776]
 [191.12641394 214.56341783]
 [139.60860151 215.22840901]]"
60,"[[153.77324106  48.12161223]
 [159.45436304  41.5102347 ]
 [151.01506008  41.64771632]
 [169.39378169  40.60072853]
 [147.8778919   40.90307828]
 [194.93401389  57.94380214]
 [136.5011442   58.74244848]
 [241.12296148  58.059544  ]
 [ 95.1956119   52.95935335]
 [278.56884711  53.30182062]
 [ 50.66162584  50.23698384]
 [190.58188304 123.22285544]
 [147.24781772 121.83240088]
 [200.66057751 181.30755582]
 [140.59670508 169.84781721]
 [191.12828813 213.53189001]
 [139.0077545  213.30358887]]"
61,"[[153.55533479  48.22399579]
 [159.35790981  41.4882504 ]
 [150.87068977  41.68601286]
 [169.37686152  40.63921606]
 [147.76556308  40.87777467]
 [195.01184582  57.97847406]
 [136.79659851  58.81213958]
 [240.88933248  58.0621847 ]
 [ 95.09938622  53.10901326]
 [278.6886996   53.10447995]
 [ 51.07110356  50.13061318]
 [190.31316919 123.40516099]
 [147.25131854 121.75637936]
 [193.2701577  181.01736049]
 [140.58593085 170.12500226]
 [191.11382876 213.78918414]
 [138.87913282 213.79605428]]"
62,"[[151.07854163  47.57723381]
 [159.51936778  41.39525611]
 [151.88521931  41.63539768]
 [170.1278605   39.24114293]
 [149.22972477  40.9450508 ]
 [191.74929813  50.54375168]
 [136.49395824  58.70923799]
 [239.51215704  58.6214766 ]
 [ 94.17270435  54.442095  ]
 [279.21052901  54.34013212]
 [ 42.68259741  49.40296581]
 [191.62332056 122.89961113]
 [146.44463211 121.33702745]
 [202.20132392 181.41951969]
 [139.51894962 165.63853218]
 [190.14298206 213.29592544]
 [139.5238887  212.93934204]]"
63,"[[150.84483594  47.22764679]
 [159.18435354  41.33261023]
 [151.70043961  41.51862848]
 [169.89031091  39.27072735]
 [149.19304155  40.99671357]
 [189.92505964  54.2184932 ]
 [136.92069584  58.95901772]
 [245.44309323  55.99168593]
 [ 94.21930475  54.60890277]
 [279.03995304  54.28312683]
 [ 42.89604895  49.40055084]
 [191.62839822 123.08785281]
 [146.98878561 121.58776579]
 [201.6915664  181.34886492]
 [141.23417645 170.08257322]
 [190.2352599  213.17032511]
 [139.53244868 212.7475291 ]]"
64,"[[151.12608249  47.69132325]
 [159.67869593  41.18820131]
 [152.03146179  41.57135694]
 [170.44655986  39.42743393]
 [149.73365523  41.62004984]
 [192.50749315  50.87277169]
 [137.7338242   58.72250149]
 [239.42017385  58.68968964]
 [ 95.53778771  55.84532797]
 [277.00955996  55.60685184]
 [ 43.40299183  50.75586648]
 [191.82517649 123.04510309]
 [147.11980654 121.14225585]
 [201.62889884 181.92509993]
 [140.71847749 167.62175139]
 [190.63053456 214.38164747]
 [139.60262712 213.20752052]]"
65,"[[154.97688933  48.66178623]
 [159.58971726  41.85256307]
 [152.22975972  42.03921002]
 [171.22053344  40.08855958]
 [150.27038194  42.00174115]
 [196.20091498  56.87304089]
 [137.61122233  58.73692473]
 [237.04176915  57.94729364]
 [ 98.60371522  55.91912552]
 [277.41349853  56.23432278]
 [ 42.74051559  52.68888579]
 [193.24834689 126.32013637]
 [150.32246566 121.87113336]
 [193.14354172 181.27366599]
 [140.55081237 168.9664094 ]
 [191.20936793 214.01660988]
 [139.55854066 213.41603167]]"
66,"[[154.97645542  48.68761436]
 [159.59263248  41.86026882]
 [152.22655087  42.06936238]
 [171.23036183  40.09185357]
 [150.26560431  42.00743636]
 [196.21907832  56.88110115]
 [137.61087251  58.75811682]
 [237.0342132   57.9396653 ]
 [ 98.60939968  55.96740315]
 [277.39021649  56.1994794 ]
 [ 42.6993615   52.68284041]
 [193.24843434 126.27813129]
 [150.36269208 121.90450193]
 [193.14795542 181.27453488]
 [140.55359203 168.88130064]
 [191.12918553 213.9851039 ]
 [139.5170872  213.35416353]]"
67,"[[154.93248332  48.42526421]
 [159.67206312  41.5804127 ]
 [152.202843    41.74938439]
 [171.05986726  39.90845503]
 [150.18655611  41.85201106]
 [196.14444582  56.85045538]
 [137.72503853  58.74657302]
 [237.1709031   58.15343975]
 [ 97.93552763  56.08851032]
 [277.72988846  56.09080953]
 [ 42.85787768  52.55766296]
 [193.30900169 126.29919605]
 [150.1926563  122.01808891]
 [193.27932279 181.72367813]
 [140.4565379  169.62154108]
 [191.12686735 214.18873593]
 [139.3640688  213.64403656]]"
68,"[[154.94296559  48.37764785]
 [159.64093738  41.56673898]
 [152.22241702  41.81522731]
 [171.08793433  39.81233386]
 [150.26152631  41.90711541]
 [196.22536014  56.84228443]
 [137.64436302  58.82714232]
 [237.2912285   58.08498869]
 [ 98.26038907  56.22621983]
 [277.78179996  56.01674211]
 [ 42.56273954  52.20213186]
 [193.28894801 126.50393427]
 [150.17650573 122.26492884]
 [193.42059254 181.86576468]
 [140.47013754 169.6564228 ]
 [190.90614509 214.23270235]
 [139.28706733 213.93297557]]"
69,"[[154.90881447  48.39082381]
 [159.63443709  41.55695468]
 [152.15611747  41.77276717]
 [171.151467    39.80970837]
 [150.23596309  41.84243656]
 [196.24774814  56.84183515]
 [137.68416227  58.77941743]
 [237.3595711   58.10047255]
 [ 98.0889648   56.08036107]
 [277.53089426  56.034612  ]
 [ 42.45818597  52.15809237]
 [193.2803063  126.66905489]
 [150.03050139 122.35465718]
 [193.42805229 181.88897889]
 [140.51017761 170.37887253]
 [190.59851057 214.36113509]
 [139.24292099 214.05550112]]"
70,"[[154.8506864   48.35561073]
 [159.5928691   41.54966131]
 [152.1003587   41.77060469]
 [171.06863544  39.81154817]
 [150.23587698  41.88241952]
 [196.27432582  56.84370245]
 [137.62273452  58.80176419]
 [237.4757593   58.20168771]
 [ 98.21584852  56.2188722 ]
 [277.89412542  56.03099751]
 [ 42.4902261   52.18034942]
 [193.4189047  126.78811317]
 [150.21598408 122.41034375]
 [193.44842012 182.13206285]
 [140.50068962 170.22703712]
 [190.71378186 214.38949647]
 [139.39589803 213.89909659]]"
71,"[[154.82969765  48.36581465]
 [159.57186976  41.56439854]
 [152.05995334  41.7915877 ]
 [171.03957275  39.82629408]
 [150.18792576  41.90062871]
 [196.24812621  56.83933771]
 [137.61957141  58.8307409 ]
 [237.43043235  58.20095628]
 [ 98.15704168  56.24700967]
 [277.8781585   56.02827072]
 [ 42.47801361  52.16245783]
 [193.4142051  126.79401095]
 [150.17036248 122.40028616]
 [193.44303503 182.07624804]
 [140.50091834 170.39202534]
 [190.61347716 214.3916481 ]
 [139.31878658 213.89589303]]"
72,"[[154.84045438  48.51849147]
 [159.71080216  41.63752036]
 [152.09163492  41.84993468]
 [171.08553004  40.00310608]
 [150.13626114  41.70619136]
 [196.19584808  56.96972347]
 [138.02718032  58.70750598]
 [237.63338683  58.07695231]
 [ 97.88839981  55.81189031]
 [277.8128142   56.25734454]
 [ 42.43039337  52.05886025]
 [193.39364689 126.33712216]
 [150.28268794 122.23668864]
 [193.35297581 181.86899429]
 [140.2889831  170.27228265]
 [190.38775662 214.36634231]
 [139.33441378 214.11321288]]"
73,"[[154.84632047  48.42957903]
 [159.78838637  41.57109576]
 [152.07569961  41.81346782]
 [171.03277159  39.98256078]
 [150.06006929  41.77423076]
 [196.22586602  56.91203341]
 [138.1412831   58.74406545]
 [237.78292965  58.08774803]
 [ 98.1259642   55.65031473]
 [278.05006443  56.2449767 ]
 [ 42.704532    52.25042975]
 [193.4883788  126.23040785]
 [150.22762208 122.23141666]
 [193.39625097 182.02071756]
 [140.19649537 170.6828964 ]
 [190.43251647 214.55244702]
 [139.26577989 214.30105176]]"
74,"[[154.82310436  48.45590491]
 [159.76406616  41.61103531]
 [152.03374499  41.8230604 ]
 [170.9497584   40.03601199]
 [150.01167139  41.75596803]
 [196.22821919  56.97332205]
 [138.02328193  58.76536534]
 [237.65886663  58.06748995]
 [ 97.88565917  55.52110751]
 [277.80621485  56.26144232]
 [ 42.8698924   52.25430614]
 [193.36986502 126.23065093]
 [150.07946101 122.17055415]
 [193.27580784 181.79507446]
 [140.30161403 170.54946987]
 [190.28408027 214.32765004]
 [139.24398254 214.17727461]]"
75,"[[154.87424156  48.48123529]
 [159.8031947   41.63463152]
 [152.07041206  41.83991307]
 [171.02700372  40.05033611]
 [150.01818867  41.78056335]
 [196.19322583  56.94278625]
 [137.9980147   58.74719087]
 [237.68917923  58.05744013]
 [ 98.13487433  55.52069368]
 [277.81186701  56.24579495]
 [ 47.38971595  54.86662773]
 [193.34687427 126.18009146]
 [150.06904064 122.14159047]
 [193.25634482 181.71594126]
 [140.32902049 170.5267838 ]
 [190.29157164 214.25909552]
 [139.21032352 214.1036326 ]]"
76,"[[154.82936936  48.52399279]
 [159.74274425  41.63178247]
 [152.05448416  41.88960148]
 [171.09929651  40.00796568]
 [150.04548346  41.75762551]
 [196.2869675   56.93557101]
 [138.03635415  58.73736677]
 [237.6273418   58.04615896]
 [ 98.09449184  55.5870018 ]
 [277.79641876  56.35637191]
 [ 42.7037207   52.26725927]
 [193.45331683 126.21238169]
 [150.11741836 122.24109715]
 [193.29482688 181.84362629]
 [140.3721147  170.42183477]
 [190.16863677 214.44603621]
 [139.25706048 214.17784507]]"
77,"[[154.87077371  48.50192095]
 [159.77861516  41.60752356]
 [152.07006629  41.86181128]
 [171.05735668  39.9842841 ]
 [150.00054601  41.76109531]
 [196.2501457   56.91394267]
 [138.00410817  58.74027732]
 [237.69585997  58.06261082]
 [ 98.19037141  55.57620318]
 [277.83361055  56.27996984]
 [ 43.49887341  54.68708676]
 [193.48095605 126.17604867]
 [150.11287618 122.18731495]
 [193.27683105 181.77402056]
 [140.36367614 170.36414977]
 [190.18144797 214.44058987]
 [139.24641777 214.12361069]]"
78,"[[154.89246545  48.49538072]
 [159.83207324  41.63088318]
 [152.07875374  41.86308315]
 [171.06575487  40.00538938]
 [150.00050161  41.7528238 ]
 [196.25290115  56.9448279 ]
 [138.02374543  58.78835382]
 [237.6641488   57.98734389]
 [ 98.08389521  55.50598394]
 [277.92732195  56.25554236]
 [ 47.65836118  54.79397254]
 [193.38785884 126.16929719]
 [150.02671535 122.19694732]
 [193.34780531 181.68976731]
 [140.36483321 170.62133429]
 [190.29295205 214.32993731]
 [139.26743343 214.16002727]]"
79,"[[154.88612778  48.50906022]
 [159.82779695  41.64558786]
 [152.07287151  41.88260039]
 [171.09852154  40.00773489]
 [150.04776531  41.76705387]
 [196.27014152  56.94835196]
 [138.06141082  58.80885427]
 [237.52312997  57.9731319 ]
 [ 98.18960316  55.51060841]
 [277.50880831  56.22491179]
 [ 43.65495436  54.8580198 ]
 [193.35896029 126.12994582]
 [150.12963893 122.17650186]
 [193.38426653 181.62503637]
 [140.34839203 170.53041638]
 [190.30438016 214.33248431]
 [139.24073063 214.14636586]]"
80,"[[154.86046298  48.51465704]
 [159.84648635  41.59777832]
 [152.04237863  41.85002945]
 [171.08956499  40.01301121]
 [149.96316854  41.76042682]
 [196.24653456  56.94289549]
 [138.13654247  58.79197555]
 [237.7389118   58.05654157]
 [ 98.11409345  55.4959117 ]
 [278.04288587  56.26187061]
 [ 43.66135593  54.95187503]
 [193.48300111 126.15208422]
 [150.00571449 122.24215668]
 [193.38518748 181.80894135]
 [140.34127469 170.67087583]
 [190.23101371 214.45703487]
 [139.26120441 214.26109015]]"
81,"[[154.88115372  48.52464392]
 [159.8592419   41.60939809]
 [152.05879089  41.86572963]
 [171.10168465  40.00703167]
 [149.97360776  41.76936321]
 [196.23934591  56.94311181]
 [138.12229972  58.80664622]
 [237.68704268  58.00070217]
 [ 98.23652378  55.47968555]
 [278.04141531  56.30519097]
 [ 43.71918263  55.0084437 ]
 [193.50376786 126.14163432]
 [150.08484678 122.23784512]
 [193.36946543 181.8124314 ]
 [140.33634502 170.59594748]
 [190.18177222 214.46705683]
 [139.20787348 214.19205524]]"
82,"[[151.58956251  47.84758417]
 [159.86784964  41.62676371]
 [152.03579408  41.84341325]
 [171.03501039  40.05593655]
 [149.98073451  41.75849296]
 [190.61568905  53.73572708]
 [138.09193936  58.81638711]
 [245.06902394  56.26758536]
 [ 98.17583804  55.4121837 ]
 [277.96770108  56.24170948]
 [ 43.69599275  54.95802458]
 [191.78871594 123.63656639]
 [147.03121921 121.6322987 ]
 [199.54952193 196.59113169]
 [140.32979815 170.61617735]
 [190.28662852 214.31208949]
 [139.21893798 214.1838275 ]]"
83,"[[151.71536315  48.00327643]
 [159.94953489  41.64499171]
 [152.09554878  41.83376713]
 [171.11944571  39.97823439]
 [149.9187289   41.78251602]
 [190.46737125  53.80976374]
 [137.85689227  58.80267288]
 [244.91473511  56.31264134]
 [ 97.83470494  55.46572968]
 [277.95402677  56.29330352]
 [ 43.58999957  54.92442052]
 [191.851105   123.6884974 ]
 [147.03766249 121.82470164]
 [199.40756533 196.50458846]
 [140.27466232 171.09584477]
 [190.64817049 214.48974724]
 [139.18613028 214.18724159]]"
84,"[[151.59620087  47.98029156]
 [159.83074193  41.61388364]
 [152.00034193  41.81113677]
 [170.95615996  39.99861546]
 [149.95081613  41.78655085]
 [190.52921137  53.78551894]
 [137.93934846  58.7807262 ]
 [245.15960654  56.24172033]
 [ 97.61734492  55.64487997]
 [278.14557871  56.15610912]
 [ 42.75211591  52.35737702]
 [191.85468385 123.77622894]
 [147.08029925 121.94014543]
 [199.76971812 196.63350375]
 [140.24134402 170.97637556]
 [190.31171949 214.57405041]
 [139.14979284 214.32401891]]"
85,"[[151.65759296  47.97987629]
 [159.88814263  41.62744088]
 [152.02449985  41.81980113]
 [170.98825795  39.99611296]
 [149.94545592  41.77163926]
 [190.56599684  53.78664684]
 [137.94008912  58.75659607]
 [245.11059781  56.25575796]
 [ 97.7852724   55.56453928]
 [278.1145611   56.26502497]
 [ 43.55425411  54.82019207]
 [191.85816717 123.76905078]
 [147.0751301  121.82535856]
 [199.67087995 196.64005104]
 [140.24181493 170.84532564]
 [190.35349921 214.51175397]
 [139.04410944 214.19795194]]"
86,"[[154.77483898  48.32396585]
 [159.94003916  41.85398398]
 [152.02503869  41.91825985]
 [170.63238563  40.5030924 ]
 [149.97784721  42.00567614]
 [196.2166969   57.18202131]
 [137.97001255  58.52216129]
 [236.64644471  58.2360999 ]
 [ 97.4821397   57.46846903]
 [280.44546665  54.55798517]
 [ 43.77604002  55.33180395]
 [193.62629372 126.2799284 ]
 [150.88363822 122.14676152]
 [194.69099108 181.29197647]
 [139.77601269 170.95015023]
 [191.14203307 214.79124546]
 [139.46776028 214.57977709]]"
87,"[[154.74686609  48.30951367]
 [159.92620795  41.70480879]
 [151.98338477  41.85656968]
 [170.51279147  40.49782983]
 [146.80931095  43.06021414]
 [196.31895786  57.26468797]
 [138.4650581   59.488001  ]
 [236.5921269   58.21232644]
 [ 97.86146492  57.10577985]
 [280.93626568  54.48607589]
 [ 45.65658617  59.54931279]
 [193.54789267 126.46978181]
 [150.7763292  122.30974065]
 [194.63296459 181.29081095]
 [140.03927619 170.73161386]
 [191.06969453 214.62897426]
 [139.20746548 214.25314058]]"
88,"[[155.40004404  48.64998777]
 [160.49502491  42.35108218]
 [152.2290379   42.5951251 ]
 [170.36880058  41.4902132 ]
 [147.37245524  43.91076779]
 [196.65430021  57.1056952 ]
 [138.07681669  57.66472231]
 [235.22132612  57.96903847]
 [ 98.16190609  58.19385318]
 [273.85025741  58.52564049]
 [ 43.36288045  55.27408784]
 [193.60882193 126.23048309]
 [150.7629038  122.51018793]
 [193.99430049 180.82274009]
 [140.17940838 171.3034968 ]
 [190.78275681 214.8383525 ]
 [139.10063476 214.90107109]]"
89,"[[155.40265552  48.68092654]
 [160.35415879  42.39092117]
 [152.26922933  42.68618192]
 [170.28365487  41.44148412]
 [147.45785927  44.00678911]
 [196.39935418  57.22029975]
 [138.13019909  57.69147939]
 [234.91378713  57.73564911]
 [ 98.31641961  58.20409038]
 [272.75073874  58.70240909]
 [ 43.45493764  55.4336999 ]
 [193.58727886 126.44080655]
 [151.1416552  122.54394501]
 [193.94643    180.98178351]
 [140.14307901 171.38610703]
 [190.90502972 214.61173344]
 [138.77118204 214.57653592]]"
90,"[[155.38181813  48.62141332]
 [160.25682952  42.35485511]
 [152.29143301  42.63514279]
 [170.32649614  41.381484  ]
 [147.49795989  43.91892065]
 [196.44249817  57.23768274]
 [137.88100276  57.79388033]
 [234.88582231  57.31582694]
 [ 98.2371743   58.19503968]
 [272.51326786  58.39754091]
 [ 43.37150332  55.32660359]
 [193.49818431 126.61005967]
 [151.07687867 122.59445456]
 [193.98393797 181.68805774]
 [139.60043037 168.48939781]
 [190.77462232 215.09219094]
 [139.090801   215.13959931]]"
