,keypoints
303,"[[ 87.03051054 141.14681015]
 [ 93.77573677 134.86945306]
 [ 83.48685296 134.97186556]
 [113.502768   140.81826766]
 [ 81.98257352 141.45720322]
 [130.10228321 175.31777021]
 [ 75.34647788 178.04921139]
 [143.77299643 236.46481632]
 [ 72.66453142 235.42398357]
 [114.96337941 287.4262851 ]
 [ 95.81852381 277.11979936]
 [136.17363407 256.57762158]
 [ 93.11145788 260.95430474]
 [155.93220396 327.14806824]
 [ 62.25655153 320.2130507 ]
 [163.30062425 398.43609181]
 [ 68.66954485 379.70384881]]"
304,"[[ 88.32414303 135.15214167]
 [ 95.41510158 128.68134545]
 [ 85.2665083  129.24392468]
 [115.6714536  133.390374  ]
 [ 79.36222524 133.46649615]
 [133.84503129 175.83352256]
 [ 78.09529897 174.07224078]
 [138.86876151 231.46916895]
 [ 73.49472742 232.30819584]
 [114.0023849  284.76242006]
 [ 89.46955386 275.05457331]
 [136.88609843 255.43345704]
 [ 93.02770099 258.8414402 ]
 [155.83647942 326.9694231 ]
 [ 64.55430037 327.77488892]
 [164.03053296 395.96634772]
 [ 69.29235112 377.96036868]]"
305,"[[ 88.24911048 135.13237106]
 [ 95.41325236 128.65505646]
 [ 85.17159742 129.19315782]
 [115.67463993 133.46662071]
 [ 79.26048788 133.50586237]
 [133.69114347 175.78376524]
 [ 77.94893099 174.19752559]
 [138.78997053 231.58201304]
 [ 73.46769342 232.35464114]
 [113.99672061 284.66496702]
 [ 89.51294568 275.308212  ]
 [136.79302427 255.05890934]
 [ 93.21458266 258.99168567]
 [155.4671681  327.45185578]
 [ 64.82150303 328.10692514]
 [171.62167493 398.90426306]
 [ 69.44158157 378.01532396]]"
306,"[[ 89.36051286 127.92252051]
 [ 97.58692454 122.43913459]
 [ 86.82593529 122.85832746]
 [114.49730928 126.76824694]
 [ 80.40681803 126.98089701]
 [133.14373289 169.53566602]
 [ 76.50303041 169.48790168]
 [143.48184981 223.43482298]
 [ 73.62991608 225.82885464]
 [118.37804806 280.30390449]
 [ 89.0939653  270.91424397]
 [135.56590215 253.72049344]
 [ 88.52353836 252.8696447 ]
 [155.18633615 331.66796618]
 [ 63.41668923 309.57250083]
 [172.36311613 398.10779037]
 [ 69.47063289 379.33382787]]"
307,"[[ 89.39296326 127.7756533 ]
 [ 97.69290812 122.4307502 ]
 [ 86.98423494 122.80209431]
 [114.53546961 126.7295773 ]
 [ 80.56560481 126.814754  ]
 [133.70200858 169.70085372]
 [ 76.5667557  169.38652719]
 [143.56022162 224.401658  ]
 [ 73.58791902 225.95670033]
 [118.22222138 280.28155892]
 [ 89.34803746 270.67890586]
 [135.59620245 253.83400015]
 [ 88.82125357 252.72983116]
 [155.11917655 331.39437913]
 [ 63.14043436 308.77924684]
 [173.16456552 397.98172869]
 [ 69.41250309 379.01218892]]"
308,"[[ 89.93959412 126.37551531]
 [ 97.22945572 119.20539815]
 [ 87.30429761 119.59991722]
 [114.74433023 121.90950684]
 [ 82.98458283 122.37145071]
 [134.81634514 162.82859285]
 [ 80.44153482 163.50583552]
 [143.55937065 227.62092163]
 [ 83.0323668  217.78801106]
 [115.57065019 276.29758405]
 [ 91.15433693 257.27836485]
 [132.72526838 254.03240081]
 [ 87.03056302 253.08704458]
 [155.48958154 330.84368575]
 [ 65.61791053 313.52492631]
 [176.81657202 398.71519319]
 [ 68.02272007 377.66700759]]"
309,"[[ 89.97800735 126.38687065]
 [ 97.24836712 119.2123434 ]
 [ 87.31011534 119.60457334]
 [114.63193601 121.81510642]
 [ 83.02894423 122.35869534]
 [134.93695521 162.8990761 ]
 [ 80.40832407 163.61154187]
 [143.57385191 227.5115903 ]
 [ 82.99604336 217.86516641]
 [115.63648793 276.22904163]
 [ 91.13355897 257.15545633]
 [132.74779194 253.98555472]
 [ 87.00262639 253.13307536]
 [155.62254463 330.604606  ]
 [ 65.40906207 312.66385598]
 [177.14712679 398.97609007]
 [ 68.08826543 377.47587199]]"
310,"[[ 90.56408302 123.99614588]
 [ 96.87358222 116.09346317]
 [ 87.5990159  117.29697619]
 [116.49665303 120.8937758 ]
 [ 85.62518462 122.2131108 ]
 [134.32347373 155.80253564]
 [ 80.35251013 159.23542147]
 [141.86723795 219.16670045]
 [ 84.13469673 209.53079738]
 [124.42459483 259.58137812]
 [ 91.75928335 254.2644093 ]
 [131.59561324 246.54870482]
 [ 89.23725201 251.23968569]
 [155.97748698 327.32666946]
 [ 64.38022933 312.79716419]
 [174.02528473 399.48278684]
 [ 67.59404464 377.18418269]]"
311,"[[ 90.5981674  124.00849085]
 [ 97.03098091 116.09945276]
 [ 87.67762495 117.26833597]
 [116.59868659 120.85687713]
 [ 85.58171417 122.22285748]
 [134.62217187 156.0147211 ]
 [ 80.28853961 159.23279711]
 [141.87319412 219.44793482]
 [ 84.3680056  209.62578938]
 [124.35141883 259.72731335]
 [ 91.68950993 254.41868981]
 [131.54419496 246.54195037]
 [ 89.50759367 251.33020772]
 [155.86469059 326.85061549]
 [ 64.40879869 312.53415216]
 [173.99701124 399.1983475 ]
 [ 67.03307859 377.80607033]]"
312,"[[ 93.05187619 117.52937303]
 [ 98.16385737 111.35323121]
 [ 88.81116367 113.07406054]
 [118.06576096 114.58317602]
 [ 86.34395599 117.14944739]
 [135.4947474  151.67966995]
 [ 79.01187476 153.3237521 ]
 [143.0729872  215.40060999]
 [ 83.56948299 205.42811545]
 [115.54818761 267.07760025]
 [ 90.97712321 251.65509162]
 [132.10930458 242.26310114]
 [ 91.6629439  248.17610878]
 [154.49780202 327.22151626]
 [ 66.1596008  313.50587493]
 [165.07432209 399.05191539]
 [ 66.81226499 375.27946171]]"
313,"[[ 93.15759988 117.75309861]
 [ 98.19041224 111.39891644]
 [ 88.86488324 113.11381829]
 [118.17280076 114.74830951]
 [ 86.41515215 117.25602463]
 [135.51586388 151.68832886]
 [ 79.05945548 153.32455094]
 [143.14425599 215.36354077]
 [ 83.18636092 205.40298938]
 [115.92413935 267.39816995]
 [ 90.93997079 251.31014904]
 [132.08685632 243.6285081 ]
 [ 91.47885773 248.74862513]
 [154.4258705  327.91826155]
 [ 66.41443264 313.57677888]
 [164.51524044 399.76932073]
 [ 66.79850842 375.64360939]]"
314,"[[ 94.08534799 111.81617191]
 [101.60279852 105.42349253]
 [ 90.55716517 107.06757468]
 [119.36045759 110.692548  ]
 [ 86.47191236 112.27785722]
 [139.35255505 153.32372533]
 [ 80.44628682 152.62132365]
 [142.90169366 210.76536986]
 [ 84.78862528 203.22918203]
 [114.8227237  263.5886923 ]
 [ 90.75725804 249.02830265]
 [132.30693374 239.21351217]
 [ 91.6927654  245.93492638]
 [154.91513058 329.35689898]
 [ 66.27402217 315.22117603]
 [163.59721459 399.31551076]
 [ 68.42337846 373.31457651]]"
315,"[[ 94.19264168 111.88688438]
 [101.67954901 105.57901591]
 [ 90.67474621 107.20454218]
 [119.33564599 110.57501758]
 [ 86.51872607 112.33188257]
 [139.5488351  153.32131646]
 [ 80.34123486 152.67292709]
 [142.94260851 210.66948773]
 [ 84.72382311 202.86768445]
 [114.76640331 263.39149196]
 [ 90.56950208 248.40929605]
 [132.22245715 239.22985957]
 [ 91.78663139 245.78699542]
 [155.12684126 329.55862127]
 [ 66.29160147 315.2735138 ]
 [163.55887999 399.2827336 ]
 [ 68.13910978 372.99111616]]"
316,"[[ 94.56658126 110.56346116]
 [103.12562685 103.91370821]
 [ 91.21125257 103.48543506]
 [119.9715601  106.7569946 ]
 [ 86.75148067 108.3514704 ]
 [141.2272942  149.17658732]
 [ 80.54789756 149.62379862]
 [143.39855339 208.11063623]
 [ 85.43904864 201.45046782]
 [114.2761768  261.75546067]
 [ 91.38418192 247.80472624]
 [137.00832402 242.01485874]
 [ 93.10636602 243.29373221]
 [152.15648594 326.85754701]
 [ 72.57270058 315.6215687 ]
 [174.35508115 396.10506869]
 [ 70.57224212 373.79844869]]"
317,"[[ 94.66160277 110.59711128]
 [103.1977846  104.02947281]
 [ 91.24172946 103.54698557]
 [120.05882952 106.7652534 ]
 [ 86.76009906 108.4259458 ]
 [141.38400718 149.14886056]
 [ 80.522215   149.60301024]
 [143.46406726 208.10123819]
 [ 85.49725624 201.20394595]
 [114.09919632 262.03395811]
 [ 91.29783678 247.77342459]
 [136.98388227 241.42289194]
 [ 93.27194461 243.26853236]
 [153.70306232 327.31473112]
 [ 72.46601996 316.0477171 ]
 [163.51517431 399.23704048]
 [ 70.54854072 373.578106  ]]"
318,"[[ 95.10904588 107.98987983]
 [104.03600257 101.98418955]
 [ 91.54684973 102.10203567]
 [119.57734668 104.31869147]
 [ 87.19929196 106.71211953]
 [141.43493716 147.39366204]
 [ 79.89060509 147.62108998]
 [144.11606196 206.17688642]
 [ 81.34580177 202.5639477 ]
 [126.21027431 254.10515628]
 [ 90.93453307 245.59139619]
 [132.35614544 235.95527282]
 [ 93.19215306 242.17184392]
 [150.84575703 326.45574402]
 [ 74.81740632 315.35383432]
 [173.89741832 398.04140426]
 [ 71.94855187 371.46805009]]"
319,"[[ 95.07714192 107.96288122]
 [103.98251433 102.04806933]
 [ 91.49343845 102.07049794]
 [119.64455451 104.25581985]
 [ 87.13719932 106.69909651]
 [141.67801593 147.36488526]
 [ 79.78219186 147.58733691]
 [144.15086871 206.3118805 ]
 [ 81.2348776  202.29363768]
 [126.14967571 253.75337792]
 [ 91.02824845 245.50193979]
 [132.25484424 235.99618937]
 [ 93.35616098 242.47563318]
 [150.80848333 326.27420411]
 [ 74.74977333 315.56257667]
 [174.64944176 398.2009088 ]
 [ 72.0811353  372.02326063]]"
320,"[[ 97.31505584 109.6828786 ]
 [105.28931855  99.71887105]
 [ 92.42304512  99.53118886]
 [119.91245754 102.42037905]
 [ 88.18840276 104.60265109]
 [141.95899149 144.82760004]
 [ 79.2168715  145.52027221]
 [144.38277017 204.61386821]
 [ 81.66337532 201.12535831]
 [125.22929885 253.54105965]
 [ 92.61852851 245.19159854]
 [130.9532445  234.30199851]
 [ 92.72688276 241.22206044]
 [151.6575101  316.45750575]
 [ 77.49179328 314.19615744]
 [167.89356033 396.70727527]
 [ 73.13587917 373.85212335]]"
321,"[[100.6429302  106.45072235]
 [105.68837727 102.50151968]
 [ 94.22223627 101.3289469 ]
 [119.95019972 102.39616815]
 [ 88.16706604 104.63695387]
 [142.39781688 144.87569586]
 [ 81.01501976 144.1776274 ]
 [144.46242744 204.73679493]
 [ 81.64036629 201.15982924]
 [125.35294835 253.6409394 ]
 [ 92.72290875 245.24473789]
 [131.06244273 234.21097738]
 [ 92.70977259 241.51551899]
 [149.06423247 323.81770678]
 [ 77.35039788 314.31033396]
 [167.79577999 396.47869059]
 [ 73.34429314 374.19817497]]"
322,"[[100.44461333 104.57944972]
 [107.564131   100.16074234]
 [ 96.38911597  98.80700573]
 [121.86079484 100.47563507]
 [ 89.49087896 102.52748268]
 [143.02710243 144.43739328]
 [ 79.72377635 144.825605  ]
 [144.03527849 205.753955  ]
 [ 82.17325492 201.5285229 ]
 [125.23066361 253.65121383]
 [ 92.72152533 245.29851687]
 [130.98815954 234.75205311]
 [ 93.0664794  241.24285088]
 [148.08373614 323.33741703]
 [ 77.7404717  315.4472712 ]
 [167.2197048  398.79432848]
 [ 72.96599972 373.13531783]]"
323,"[[100.34779525 104.58239939]
 [107.5990387  100.18907029]
 [ 96.40741963  98.84758394]
 [121.88868449 100.49819064]
 [ 89.47020596 102.43772432]
 [143.32380206 144.31964805]
 [ 79.65428814 144.73203087]
 [143.98663888 205.65771532]
 [ 82.38936433 201.44402837]
 [124.98635002 253.70374859]
 [ 93.02511274 245.25917741]
 [130.45633846 234.51044095]
 [ 92.98019757 240.91249332]
 [147.40753559 323.18148943]
 [ 77.77295675 314.83150457]
 [167.48568064 399.09700252]
 [ 73.02700614 372.77872893]]"
324,"[[100.03004578 103.32877107]
 [108.62608552  99.33351361]
 [ 97.70063288  97.75328138]
 [123.09470562 100.30694935]
 [ 90.12860039 102.59069676]
 [144.1292471  143.42737525]
 [ 83.65399823 148.56148777]
 [144.39927525 205.01378391]
 [ 83.5252322  199.63000734]
 [126.43412181 252.2358008 ]
 [ 93.27797742 244.16921598]
 [131.89348888 233.02020283]
 [ 94.0589877  238.97775406]
 [148.31543902 322.43791452]
 [ 79.82897092 312.91997286]
 [165.79482274 400.19961089]
 [ 78.83547137 373.48085061]]"
325,"[[100.07580526 103.36108292]
 [108.64495394  99.36951015]
 [ 97.69253094  97.84038381]
 [123.08900401 100.34096458]
 [ 90.16287603 102.64842465]
 [144.15634774 143.41194266]
 [ 83.60555453 148.54821219]
 [144.34580166 205.00480999]
 [ 83.71738766 199.46646605]
 [126.3123382  252.28271105]
 [ 93.25613057 244.05025602]
 [131.90624603 233.22034392]
 [ 94.40251637 238.54425412]
 [148.17460805 322.56040887]
 [ 79.83196233 312.87555555]
 [166.06751044 400.39120699]
 [ 78.95776011 373.7423075 ]]"
326,"[[ 99.94972211 102.02233898]
 [109.16553206  98.76976494]
 [ 98.12792243  97.14939065]
 [123.92119251  99.9948608 ]
 [ 91.41147698 102.52022586]
 [144.7867315  142.70065834]
 [ 83.86770864 147.5945656 ]
 [144.83433155 204.85615843]
 [ 84.81376408 198.422755  ]
 [123.13281764 247.25588446]
 [ 92.94171837 243.04261083]
 [132.52951693 232.69925978]
 [ 93.25857821 237.8872079 ]
 [148.64341687 322.70712098]
 [ 79.50318682 312.63096078]
 [165.22829088 399.42168927]
 [ 80.09357867 375.57974609]]"
327,"[[101.25353692 103.90096657]
 [109.52585036  97.85673465]
 [ 98.50054424  96.04695694]
 [124.54660768  99.48711263]
 [ 92.42781578 102.04392895]
 [145.87142082 142.15404837]
 [ 87.15858552 144.73708882]
 [150.09802247 208.89680567]
 [ 84.24361907 198.10859249]
 [116.69676348 251.8595474 ]
 [ 92.05495408 243.46715057]
 [131.59356293 236.80592391]
 [ 96.31345102 240.0152487 ]
 [148.34082304 322.76563124]
 [ 80.79039458 313.52652193]
 [165.85235462 400.62891897]
 [ 79.31757329 375.64201446]]"
328,"[[101.23813804 103.89804161]
 [109.51487429  97.85351458]
 [ 98.49265955  96.03539366]
 [124.54707948  99.49480593]
 [ 92.43164684 102.03923061]
 [145.95500446 142.16620186]
 [ 87.14878963 144.76353565]
 [150.11109032 208.90691333]
 [ 84.28091944 198.0848565 ]
 [116.69295441 251.8722368 ]
 [ 92.05963478 243.46463052]
 [131.60012485 236.78189968]
 [ 96.34286469 239.95448879]
 [148.35331048 322.75201527]
 [ 80.78479493 313.48127902]
 [165.85328357 400.57015822]
 [ 79.30914882 375.63396223]]"
329,"[[101.89042062 103.22206685]
 [109.99392232  97.21714693]
 [ 99.0470285   95.19572182]
 [125.00886191  99.36078467]
 [ 95.19348781 102.39831143]
 [146.58426069 141.35205929]
 [ 83.54746422 141.43988884]
 [151.12187329 208.6652545 ]
 [ 84.39489433 198.2413496 ]
 [116.36862103 251.37816354]
 [ 92.06576022 243.80625557]
 [132.23984586 236.71189202]
 [ 96.6043764  238.97852545]
 [150.01410897 322.81016316]
 [ 81.4308821  313.13087221]
 [166.28164534 399.84942507]
 [ 79.75431155 375.43401125]]"
330,"[[101.89273431 103.22826404]
 [109.99589083  97.2220086 ]
 [ 99.04269032  95.20239907]
 [125.04403251  99.35723519]
 [ 95.19537635 102.39948086]
 [146.68221296 141.34506326]
 [ 83.5309618  141.4415826 ]
 [151.17454321 208.67791791]
 [ 84.39309508 198.23534595]
 [116.35109505 251.37269759]
 [ 92.06324394 243.80017093]
 [132.25612503 236.71511003]
 [ 96.6027211  238.98019862]
 [150.02567613 322.83468838]
 [ 81.43393949 313.12638182]
 [166.30006895 399.84903731]
 [ 79.75214579 375.41697343]]"
331,"[[101.9219474  103.17454134]
 [110.05295424  97.1504616 ]
 [ 99.07848265  95.15073008]
 [125.02048504  99.30778669]
 [ 95.17525546 102.3998446 ]
 [146.4955552  141.18455879]
 [ 83.79674972 141.49441862]
 [151.087589   208.57428553]
 [ 84.38273409 198.48012602]
 [116.32413435 251.47700082]
 [ 92.16434822 243.71710251]
 [132.65432912 236.74206472]
 [ 96.79361508 238.67629201]
 [150.21597969 322.8287012 ]
 [ 81.56016391 313.06095926]
 [166.23604579 400.07578651]
 [ 79.52829962 376.07541282]]"
332,"[[102.10235445 103.19188798]
 [110.28374334  97.08767783]
 [ 99.31089923  95.29995093]
 [125.51434603  99.53598327]
 [ 95.73110979 102.11785943]
 [146.07558858 140.92213561]
 [ 84.32508959 141.09958146]
 [150.63679796 208.98233649]
 [ 84.32741062 198.63496928]
 [116.73962685 251.12280536]
 [ 92.39929507 244.20645676]
 [132.41417812 236.00228396]
 [ 96.72237627 238.70261531]
 [150.20820228 322.39111373]
 [ 81.93479354 313.27734618]
 [165.69471137 400.87564123]
 [ 79.10724012 376.66583548]]"
333,"[[102.04579682 103.22547908]
 [110.23371814  97.12486714]
 [ 99.28177077  95.29389271]
 [125.68255285  99.48586771]
 [ 95.73476626 102.12733914]
 [146.76623107 141.02971758]
 [ 84.0289264  141.1248918 ]
 [151.02023723 208.67649866]
 [ 84.31410286 198.67728998]
 [116.74665324 251.0332443 ]
 [ 92.45259007 244.15490548]
 [132.53654899 235.9972315 ]
 [ 96.91509549 238.77984753]
 [150.73717122 322.80607288]
 [ 81.99378815 313.17181347]
 [159.26370843 408.21871866]
 [ 79.07284387 376.14568881]]"
334,"[[101.94531761 101.19179479]
 [111.57986482  97.76859867]
 [ 99.87408049  96.42097346]
 [126.02146945 100.50929891]
 [ 96.51368309 102.69354403]
 [145.07453886 141.27170171]
 [ 84.83812254 140.97595473]
 [145.25937471 204.60482842]
 [ 82.93032691 198.82683098]
 [124.91144808 246.86917433]
 [ 92.12168078 243.02804778]
 [132.75645331 231.46823165]
 [ 96.47029194 237.80173816]
 [151.3907146  320.47886004]
 [ 83.64600824 312.38844546]
 [160.86985117 408.35421956]
 [ 78.88981259 376.20689893]]"
335,"[[103.78686834 103.6545202 ]
 [111.67371298  97.69756295]
 [ 99.91829262  96.34140649]
 [126.11889128 100.5233349 ]
 [ 96.64312483 102.69716695]
 [143.39887326 141.01302669]
 [ 83.60057662 141.17740217]
 [145.25989316 204.71922456]
 [ 82.72675357 199.04714622]
 [124.98141875 247.12369696]
 [ 92.09589692 243.34272089]
 [132.75444065 231.44864496]
 [ 96.42507023 238.37814611]
 [151.40754488 320.56321044]
 [ 83.39470825 312.6663026 ]
 [160.39188886 407.93398422]
 [ 79.12014404 376.15508548]]"
336,"[[102.1816772  101.29544364]
 [111.87543643  97.88788153]
 [100.0090839   96.66626481]
 [126.24089481 100.62909889]
 [ 96.74128701 102.83640401]
 [144.6897115  141.46961236]
 [ 84.94973508 140.79049749]
 [145.11256292 204.894651  ]
 [ 82.4489207  199.27554045]
 [125.10028359 246.3700638 ]
 [ 91.91083582 244.30709555]
 [132.76294059 231.49648067]
 [ 96.23446879 238.27975766]
 [151.52822996 320.25463707]
 [ 83.54953668 311.92387997]
 [165.89157019 401.35189011]
 [ 78.98711714 376.5101467 ]]"
337,"[[102.16084859 101.12434768]
 [111.81509623  97.78371967]
 [ 99.89179506  96.53196046]
 [126.16693914 100.59819118]
 [ 96.73220215 102.82307765]
 [144.64633968 141.58140334]
 [ 85.08287528 140.77136238]
 [145.08485453 204.76355745]
 [ 82.59098515 199.29318219]
 [125.25400582 246.71596992]
 [ 91.96156922 243.98029983]
 [132.78016204 231.81654527]
 [ 96.24020372 238.92696867]
 [151.95375159 320.55285297]
 [ 83.85379648 312.04293258]
 [166.03394451 401.5856724 ]
 [ 78.80805087 376.85222745]]"
338,"[[102.46932196 101.51225606]
 [112.05930252  98.09953374]
 [101.30609955  97.92907191]
 [126.35425129 100.86627488]
 [ 94.1492582  101.90503504]
 [144.42186511 141.68590045]
 [ 85.29482243 140.74908406]
 [145.13455903 204.84663548]
 [ 82.30964841 199.67830973]
 [124.26185904 245.67640818]
 [ 91.66078064 244.46405946]
 [132.26571618 231.2270642 ]
 [ 96.79523173 237.86458782]
 [151.904271   319.75132919]
 [ 83.38295451 312.6058776 ]
 [165.89727513 401.67514115]
 [ 78.83878065 376.4813356 ]]"
339,"[[102.37018485 101.54909743]
 [112.03355515  98.06565303]
 [101.28199832  97.94067705]
 [126.42156574 100.88165873]
 [ 94.15797654 101.9017134 ]
 [144.74053353 141.7550777 ]
 [ 85.0697641  140.7470801 ]
 [145.07590095 204.65273413]
 [ 82.33994905 199.54291041]
 [124.05713419 245.93319419]
 [ 91.71538175 244.33401593]
 [132.39349079 231.20022207]
 [ 96.83100607 238.01262928]
 [152.0622681  319.84011165]
 [ 83.47541842 312.51303231]
 [166.1312977  401.00500396]
 [ 78.90198216 376.51279303]]"
340,"[[102.50061817 101.88107326]
 [112.30895337  98.39388515]
 [101.50333221  98.21804075]
 [126.65913816 101.11675389]
 [ 94.27730852 101.95651495]
 [144.67350763 141.94676302]
 [ 84.82038864 140.74545497]
 [144.86936486 204.14584383]
 [ 81.78483907 199.54429671]
 [123.44931431 244.70715537]
 [ 91.26018056 243.49474763]
 [132.03344171 231.08081327]
 [ 96.17069886 237.30810764]
 [151.75181157 319.4400134 ]
 [ 84.44618283 312.02820482]
 [166.01253548 401.71296459]
 [ 78.48724934 375.99054838]]"
341,"[[102.60038968 101.95844548]
 [112.41831487  98.44267481]
 [101.57593911  98.2031771 ]
 [126.72771341 101.12450621]
 [ 94.34831676 101.89576053]
 [144.60468248 142.03689198]
 [ 84.85468959 140.72179996]
 [144.94959656 204.11207292]
 [ 81.80823193 199.64068737]
 [123.50151109 244.74878703]
 [ 91.30361036 243.47708941]
 [132.12513861 231.07941599]
 [ 96.19503132 237.22417587]
 [151.88322648 319.36170234]
 [ 84.16800144 311.94666545]
 [166.14302945 401.8443759 ]
 [ 78.46116027 376.56223329]]"
342,"[[102.88059489 102.21609758]
 [112.61352358  98.54112365]
 [101.78165954  98.2830982 ]
 [126.87751862 101.1848667 ]
 [ 94.42418429 101.83807794]
 [143.81480224 141.8136504 ]
 [ 85.10602957 140.45014207]
 [144.70937726 203.28597038]
 [ 82.06424728 199.51908108]
 [123.4050342  244.31599672]
 [ 91.08400908 243.31003981]
 [131.94558371 231.56829533]
 [ 96.35798102 238.52964372]
 [151.89571492 318.69500278]
 [ 82.06647168 312.6672284 ]
 [160.61926554 406.59663345]
 [ 77.92737203 376.58629321]]"
343,"[[102.82372806 102.33505068]
 [112.71535073  98.6633627 ]
 [101.80912536  98.3760485 ]
 [126.85596632 101.3462654 ]
 [ 94.39625399 101.92485918]
 [144.10624874 141.81902954]
 [ 85.15970707 140.33120269]
 [144.79227051 203.32308215]
 [ 82.03540204 199.64530747]
 [123.5246294  244.17301116]
 [ 91.34496636 243.3405577 ]
 [131.99977649 231.42615939]
 [ 96.5847413  238.58625844]
 [151.88431803 318.33420418]
 [ 82.32380248 312.75156577]
 [166.16917449 400.4564916 ]
 [ 78.34934048 376.33539899]]"
344,"[[102.75227535 102.63024142]
 [112.65050158  98.84463976]
 [101.78715324  98.56321941]
 [126.95534866 101.30278076]
 [ 94.49868506 102.05307444]
 [144.10176596 141.79412548]
 [ 85.10834393 140.14478876]
 [144.72262104 203.04109012]
 [ 82.34771512 198.68790001]
 [118.72668459 251.66442652]
 [ 90.73457688 243.06262439]
 [131.13651968 232.37470274]
 [ 95.99448006 237.70130594]
 [152.53259029 319.20646651]
 [ 81.65488221 312.64331123]
 [160.87599926 406.44792149]
 [ 79.01893047 375.90192034]]"
345,"[[102.95520895 102.66066873]
 [112.76826971  98.82559387]
 [101.92670408  98.50909797]
 [127.0090968  101.28926086]
 [ 94.56786806 102.1162693 ]
 [143.92354066 141.73583484]
 [ 85.20032538 140.36005154]
 [144.72142421 202.785501  ]
 [ 82.23714147 198.68038789]
 [118.73323917 251.05367324]
 [ 90.77656728 242.96900908]
 [131.09836334 232.30398752]
 [ 96.10158249 237.63317048]
 [152.60597586 319.21822127]
 [ 85.51443171 313.63400577]
 [160.83671306 406.52111421]
 [ 78.77541521 375.99769471]]"
346,"[[102.96183551 103.10388102]
 [113.01663327  99.05126834]
 [102.08109802  98.69664497]
 [125.05711835 101.54053597]
 [ 94.88332916 102.16064886]
 [144.28055834 141.55045857]
 [ 85.2477355  140.58232956]
 [144.63050232 202.88102831]
 [ 82.18397309 199.31270712]
 [119.38050519 251.00359336]
 [ 91.03583194 242.96244267]
 [130.93451202 231.02555869]
 [ 95.90471168 236.99566497]
 [151.26152942 318.932187  ]
 [ 84.87585805 312.51188758]
 [161.28897415 407.98621493]
 [ 79.38858219 375.73212764]]"
347,"[[103.12071557 102.90877867]
 [113.05069899  98.91503036]
 [102.1596331   98.52526831]
 [127.62612349 101.44009071]
 [ 94.85759928 102.02301772]
 [144.07000793 141.48906591]
 [ 85.53177111 140.63195787]
 [144.7053123  202.79758929]
 [ 82.25295484 199.31320674]
 [119.49602477 250.97110855]
 [ 91.00770773 242.96234933]
 [130.98776703 230.71409501]
 [ 95.81467876 236.80389661]
 [151.40337096 318.67326389]
 [ 84.80550021 312.83547558]
 [166.63864503 400.6544297 ]
 [ 79.45284992 375.63848144]]"
348,"[[103.78897679 103.72431167]
 [113.56164265  99.19951294]
 [102.41924161  98.79993901]
 [125.56668342 102.21043364]
 [ 95.25841393 102.62788402]
 [144.17966863 141.28984994]
 [ 88.17151492 143.31078813]
 [144.73320061 202.82134999]
 [ 82.67950938 198.8196675 ]
 [119.17577634 251.87102696]
 [ 91.11669404 242.38430733]
 [130.99840791 231.96932744]
 [ 96.12530122 237.20405113]
 [150.84906032 319.11931879]
 [ 84.37742698 312.93366432]
 [161.06665134 407.91851252]
 [ 79.66782114 375.50105619]]"
349,"[[103.82768056 103.66624887]
 [113.72630046  99.25722572]
 [102.48902303  98.85605961]
 [125.38093528 102.26073176]
 [ 95.38803826 102.65800936]
 [144.73254621 141.260275  ]
 [ 88.22505815 143.46111012]
 [144.69750224 202.77701023]
 [ 82.57677111 198.9624911 ]
 [119.40263991 251.71101182]
 [ 91.16911207 242.55261147]
 [134.44106816 233.13601719]
 [ 96.20613667 237.0495215 ]
 [150.95583223 319.32265524]
 [ 84.39958636 312.62108576]
 [160.62622263 407.9789087 ]
 [ 79.65526773 375.43086804]]"
350,"[[104.46118568 103.93144741]
 [114.14626959  99.17340925]
 [102.88597664  98.69895776]
 [125.90630439 102.19734336]
 [ 95.63508404 102.57872788]
 [143.97322983 141.47779292]
 [ 88.26285664 143.45933126]
 [145.02088535 203.59385884]
 [ 82.61729012 199.36241228]
 [119.79417579 252.25905338]
 [ 91.12901688 242.76693266]
 [131.28141461 233.55766628]
 [ 95.53146614 238.2002202 ]
 [151.49269119 319.15403129]
 [ 81.98422815 312.95999586]
 [167.20071209 400.46515806]
 [ 78.75399486 378.27298293]]"
351,"[[104.37345712 103.78121326]
 [114.25635095  99.19181826]
 [102.95590333  98.71148185]
 [126.01647821 102.19296072]
 [ 95.70111236 102.52670992]
 [144.47150764 141.41103759]
 [ 88.22278743 143.50931232]
 [144.9110154  203.3631779 ]
 [ 82.62660622 199.4462219 ]
 [119.62352332 252.23216595]
 [ 91.14100652 242.90305533]
 [131.30632483 233.31752484]
 [ 95.57584554 238.14695799]
 [151.41550588 318.9275518 ]
 [ 82.10807424 313.17505412]
 [167.04632681 400.44304583]
 [ 78.90380273 377.86835654]]"
