,keypoints
520,"[[104.09412754 118.5562829 ]
 [112.38170021 108.75986271]
 [103.38809816 103.98277862]
 [128.39947398 112.60008775]
 [ 98.67878952 111.83822077]
 [149.25098419 132.31224715]
 [ 90.63662861 135.1488084 ]
 [159.23508243  93.11775109]
 [ 71.80863019  99.51644294]
 [153.05205987  38.84648746]
 [ 66.50070452  42.77523361]
 [131.4535946  250.24003288]
 [ 88.6613446  251.48486423]
 [140.74231882 329.28220077]
 [ 87.5933696  327.00362954]
 [146.86234012 406.74482143]
 [ 84.35176641 395.57747743]]"
521,"[[104.01295224 118.65960736]
 [112.25803538 109.0780532 ]
 [103.34101256 104.08543444]
 [127.89315489 112.55961629]
 [ 98.70195981 111.64499786]
 [149.15390355 132.75955523]
 [ 90.81404224 135.32386263]
 [159.65145023  92.7406787 ]
 [ 72.29695283  98.55466422]
 [153.19946475  38.95302804]
 [ 67.04010176  43.16275905]
 [131.28655112 251.34524938]
 [ 88.28960143 251.91551636]
 [140.73672317 328.79990816]
 [ 85.59124485 332.83765566]
 [146.86892403 405.45123693]
 [ 84.1571843  394.89173163]]"
522,"[[104.0275128  118.73847667]
 [112.30297055 109.11714318]
 [103.33148722 104.13245624]
 [127.98577406 112.61255916]
 [ 98.72516875 111.67029365]
 [149.24404044 132.66989717]
 [ 90.70918753 135.19360186]
 [159.59388236  92.83753502]
 [ 72.21229165  98.62011303]
 [153.28086496  38.93839667]
 [ 66.66011304  43.18392591]
 [131.2589307  251.31881628]
 [ 88.2939875  251.95656874]
 [140.56220032 329.06449819]
 [ 85.61964627 332.74682401]
 [147.10918598 405.43024103]
 [ 84.09866783 395.07066232]]"
523,"[[104.06893677 118.38238636]
 [112.31513078 109.2091553 ]
 [103.55435647 104.32439022]
 [128.24152219 112.87934231]
 [ 98.8013848  111.86191679]
 [148.90026454 133.17865189]
 [ 90.7180718  135.51466033]
 [160.31550954  92.83163882]
 [ 72.56970916  99.59915694]
 [154.02474098  38.87598782]
 [ 66.8959735   44.88524793]
 [131.02783957 251.36595068]
 [ 88.37323737 252.02419548]
 [140.19112587 328.84976686]
 [ 85.00589288 331.93462621]
 [147.33494735 405.07007394]
 [ 84.12276373 394.87194039]]"
524,"[[104.10250003 118.60910835]
 [112.42060257 109.19878721]
 [103.58235273 104.46843205]
 [128.18392967 112.80209487]
 [ 98.9247291  111.907841  ]
 [148.95297311 132.98968328]
 [ 90.61444057 135.30884306]
 [160.26585202  92.66948909]
 [ 72.67713413  99.27197984]
 [153.76123743  38.95285121]
 [ 66.84164561  44.81367703]
 [130.99024599 251.74416971]
 [ 88.44004803 252.16037732]
 [140.46133794 329.30047928]
 [ 85.16693204 332.03503573]
 [147.21974497 405.38109311]
 [ 84.16025335 394.87281764]]"
525,"[[103.97965419 118.63590374]
 [112.43844743 108.88420793]
 [103.63447089 104.25654728]
 [128.12742069 112.52857626]
 [ 98.86199873 111.78502647]
 [149.11571156 133.00324124]
 [ 90.6271126  135.30349669]
 [160.31211196  93.47850256]
 [ 72.73689375  99.54790777]
 [154.05967667  39.38319665]
 [ 67.43542937  44.74973059]
 [130.78003944 251.52621397]
 [ 88.13255725 252.04554228]
 [140.36464314 328.99248729]
 [ 85.15021372 332.10741894]
 [147.2564869  405.0414757 ]
 [ 84.07623224 395.02419864]]"
526,"[[103.95977319 118.7090896 ]
 [112.39478206 108.83354798]
 [103.60277084 104.21822058]
 [128.16362485 112.42604546]
 [ 98.79768302 111.68411823]
 [149.14804867 132.93332951]
 [ 90.63731365 135.24148433]
 [160.2835556   93.31355808]
 [ 72.83330867  99.61570858]
 [153.71942979  39.53825518]
 [ 67.47525735  44.69724291]
 [130.90984536 251.15983293]
 [ 88.20566278 251.9489512 ]
 [140.54235598 328.9304176 ]
 [ 85.2669088  332.07749585]
 [147.21879604 405.15471097]
 [ 84.05912374 395.15107061]]"
527,"[[103.67011061 118.79177735]
 [112.04937652 108.61702623]
 [103.70149612 104.46626518]
 [127.5934052  112.38934063]
 [ 98.93111442 112.0331512 ]
 [148.68300627 133.07062207]
 [ 90.49471743 135.18902636]
 [160.3483561   93.91187347]
 [ 72.64701676  99.90828209]
 [153.90055903  39.95597657]
 [ 67.15760251  45.57396437]
 [130.97750267 250.82559608]
 [ 88.01806941 251.84984858]
 [140.02659684 329.15444257]
 [ 85.25981844 331.86635708]
 [146.56741042 405.83843773]
 [ 84.20423325 395.15333764]]"
528,"[[103.7481539  118.80093664]
 [111.9121527  108.61850028]
 [103.65575396 104.55265464]
 [127.48814932 112.31121871]
 [ 98.89207612 112.0665066 ]
 [148.76363514 133.05428041]
 [ 90.68235877 135.30976313]
 [160.46545435  93.76028801]
 [ 72.78533678 100.40021232]
 [153.8696993   39.71550875]
 [ 67.14055432  45.77927286]
 [130.93708295 250.7462954 ]
 [ 88.02499451 251.8867482 ]
 [139.9738856  328.98054914]
 [ 85.19816828 331.74080167]
 [146.74017266 405.68685572]
 [ 84.34956833 395.01931921]]"
529,"[[103.85660711 119.07659379]
 [111.95421507 108.81814159]
 [104.0061311  104.59841929]
 [127.37939691 112.66751141]
 [ 99.08761615 111.71847384]
 [148.51363061 132.82099497]
 [ 90.81843506 135.70284701]
 [160.51285715  93.90077457]
 [ 72.55090105 100.9880346 ]
 [154.51179149  40.36569635]
 [ 66.94881469  45.60563953]
 [131.07082422 250.48546855]
 [ 88.05048124 251.93768377]
 [140.04212299 329.37772775]
 [ 85.10467147 331.92253402]
 [146.72866549 405.87739301]
 [ 84.27687546 395.28880525]]"
530,"[[103.80980939 119.13655326]
 [111.99778681 108.82225774]
 [103.98066444 104.50271306]
 [127.28190378 112.61038953]
 [ 99.00439171 111.62586767]
 [148.59542965 132.95870266]
 [ 90.83029143 135.74698288]
 [160.56752123  93.82519597]
 [ 72.42479424 100.68054444]
 [154.51634258  40.36166516]
 [ 66.89143874  45.6839379 ]
 [130.99228447 250.5202873 ]
 [ 88.09042666 251.98687036]
 [140.19895925 329.24209678]
 [ 85.17327072 331.92436588]
 [146.67758557 405.90641882]
 [ 84.29685975 395.32436206]]"
531,"[[103.80083582 118.85340842]
 [112.15825921 109.05085441]
 [104.33137743 104.45669422]
 [126.74379134 112.85113088]
 [ 99.13753056 111.4222228 ]
 [147.99996859 132.93514203]
 [ 90.87841526 136.0904436 ]
 [160.89815597  94.14784592]
 [ 71.36026114  99.52739885]
 [154.91086021  41.03140916]
 [ 67.4589875   44.92650037]
 [131.04068618 250.65843534]
 [ 88.24146127 251.98958361]
 [140.03126821 329.50708676]
 [ 85.21991117 332.4624911 ]
 [146.6748907  406.19633365]
 [ 84.42987433 395.63701278]]"
532,"[[103.73609096 118.90440201]
 [112.1946213  109.1184252 ]
 [104.57852183 104.38171864]
 [126.67266316 112.98086393]
 [ 99.1679898  111.38883216]
 [147.94392275 133.0089758 ]
 [ 90.94896968 136.25551518]
 [160.71218593  94.23448197]
 [ 71.1743594   99.00242128]
 [155.02091607  40.94324656]
 [ 67.63565345  44.50551236]
 [130.98640994 250.73257098]
 [ 88.23552109 252.063626  ]
 [140.24729033 329.4678911 ]
 [ 85.28931274 332.41636726]
 [146.57733959 406.25058479]
 [ 84.45289135 395.61306325]]"
533,"[[103.47587603 118.79547975]
 [112.46192325 109.01041748]
 [104.26416427 104.16182674]
 [126.86205777 112.86564552]
 [ 98.78190097 111.17812511]
 [147.81729316 133.41622031]
 [ 90.6339364  136.21638583]
 [161.69409467  94.54888442]
 [ 70.98982208  99.32497867]
 [155.68699162  41.3206367 ]
 [ 67.60257664  45.74815547]
 [131.02026508 251.04095703]
 [ 88.29394111 252.2458474 ]
 [140.89743247 329.26859274]
 [ 85.01304321 332.12616854]
 [146.96951653 405.38866368]
 [ 83.93996602 394.9545121 ]]"
534,"[[103.44265129 118.73590986]
 [112.46918254 108.98285467]
 [104.1961008  104.03389102]
 [126.882975   112.83903593]
 [ 98.7188374  111.04971416]
 [147.94269926 133.35980298]
 [ 90.76131767 136.27668238]
 [162.04974559  94.35121242]
 [ 70.87630133  99.01266296]
 [156.07844083  41.36458883]
 [ 67.66674575  45.45645476]
 [130.97525628 251.00110378]
 [ 88.4986752  252.17090705]
 [140.72348405 329.3638189 ]
 [ 85.25001188 332.2041385 ]
 [146.64253093 405.81039623]
 [ 84.00669738 395.00304387]]"
535,"[[103.85469457 118.79797196]
 [113.33787512 108.50027713]
 [104.5603028  102.87587843]
 [126.8600706  112.09626357]
 [ 98.48392387 110.19766656]
 [147.89483266 132.96712907]
 [ 90.6499137  136.67074712]
 [162.95882019  94.4613504 ]
 [ 70.00594084  99.06281384]
 [163.79783183  37.56942905]
 [ 67.65480342  45.89526594]
 [130.80711542 250.02063487]
 [ 88.43879347 251.92315048]
 [140.92177293 329.12179104]
 [ 85.45242037 332.19564647]
 [146.83772111 405.75997181]
 [ 84.25497531 395.15575387]]"
536,"[[103.88974388 118.84605889]
 [113.37785869 108.45632569]
 [104.55918727 102.94452609]
 [126.79447609 112.08455751]
 [ 98.55608629 110.2644271 ]
 [147.71728442 132.77462937]
 [ 90.6459527  136.73159626]
 [162.93316695  94.55341571]
 [ 69.89389447  98.82911533]
 [163.69933579  37.50454871]
 [ 67.42960115  45.46885985]
 [130.7954783  249.88533511]
 [ 88.23494034 251.9991905 ]
 [141.01871163 329.03478232]
 [ 85.42106551 332.28938892]
 [146.86427264 405.62053103]
 [ 84.18906427 395.10377389]]"
537,"[[103.87930692 118.03079418]
 [113.79881557 107.7903504 ]
 [105.03525571 102.08312511]
 [126.81185148 111.78324607]
 [ 97.75010014 109.31191542]
 [147.17570343 133.11816677]
 [ 89.44644484 137.0453577 ]
 [164.88581444  95.88601005]
 [ 66.14144932  97.16713938]
 [163.34602122  37.84397272]
 [ 69.01579821  48.52242836]
 [131.08871872 249.30532724]
 [ 88.44025777 251.76868047]
 [141.25269422 328.95468383]
 [ 85.50799441 332.02120286]
 [146.6126901  406.12820474]
 [ 84.28468952 395.25539251]]"
538,"[[104.06105341 117.85692803]
 [113.81063761 107.96946345]
 [105.05023343 101.86410632]
 [126.57968613 111.90992463]
 [ 97.79154743 109.14772248]
 [147.31920461 133.00494738]
 [ 89.40254324 136.9914464 ]
 [164.7757046   95.70941132]
 [ 66.00710564  97.00260658]
 [163.40805388  37.69859015]
 [ 63.10439613  40.97908519]
 [131.11772323 248.9516459 ]
 [ 88.43040315 251.83060165]
 [141.14736504 328.87798277]
 [ 85.45138081 332.10808897]
 [146.69073739 406.09395827]
 [ 84.20691546 395.32348481]]"
539,"[[105.89249371 118.49199937]
 [115.14747158 107.92827914]
 [102.76847189 106.42751453]
 [126.72242296 111.98395113]
 [ 97.78367673 109.10001891]
 [147.02615679 131.52462884]
 [ 89.42075694 136.63257376]
 [165.7102302   96.08504973]
 [ 65.98189529  93.57053359]
 [162.85999295  37.84293799]
 [ 63.48541775  40.47143152]
 [131.49900074 249.27520936]
 [ 88.74817033 251.85576965]
 [141.043278   328.9021782 ]
 [ 85.47891993 331.6945908 ]
 [147.00462714 406.25124446]
 [ 84.12089485 395.73627566]]"
540,"[[105.8285032  118.34556687]
 [115.02018626 107.82903698]
 [102.67532094 106.34435776]
 [126.61042524 112.13064681]
 [ 97.83969525 109.33634778]
 [146.88041788 131.50993875]
 [ 89.51831871 136.60977087]
 [165.51263969  95.98436668]
 [ 66.35725794  94.15947479]
 [163.2088054   38.11512345]
 [ 63.47088251  40.41697039]
 [131.64534373 249.10586587]
 [ 88.66996698 251.92562611]
 [141.34204676 328.81339393]
 [ 85.59348524 331.78453829]
 [146.92861101 406.1875819 ]
 [ 84.43921775 395.4471462 ]]"
541,"[[107.31769863 119.66028196]
 [116.49980404 108.24742217]
 [103.9836232  106.6225465 ]
 [126.98643963 113.52428388]
 [ 98.80069709 109.06664002]
 [148.43610577 131.79995305]
 [ 95.68295331 135.0397397 ]
 [166.59733701  95.53180962]
 [ 60.71606993  96.62002135]
 [161.68132969  38.71861115]
 [ 66.90548014  46.1512555 ]
 [131.96016443 249.17279944]
 [ 88.78513084 252.04928336]
 [141.36430477 328.93490088]
 [ 85.9531678  331.75209674]
 [146.23957717 406.58441238]
 [ 84.16566675 395.54613416]]"
542,"[[107.76724553 119.36917973]
 [116.54608464 108.58073377]
 [103.98517055 106.94292597]
 [126.83792055 113.53093576]
 [ 98.95458725 109.28935706]
 [147.88100512 131.74617299]
 [ 89.8640911  134.88102574]
 [166.95041101  94.87816828]
 [ 65.39875306 100.80429356]
 [161.74089805  38.79338019]
 [ 67.13895294  46.3355153 ]
 [132.26962587 248.78666136]
 [ 89.02349875 251.98317902]
 [141.75255669 328.24236575]
 [ 85.68962761 331.62307378]
 [147.04940304 405.1849228 ]
 [ 83.89646926 395.20292073]]"
543,"[[108.45790468 121.57015159]
 [116.36228502 109.37331509]
 [104.22645674 107.92753728]
 [128.0239394  114.28886204]
 [ 99.03508484 110.63134209]
 [148.404551   131.61941154]
 [ 96.43164214 134.95363137]
 [168.40296147  94.15155108]
 [ 58.67868195  99.60559468]
 [165.94679904  45.63042987]
 [ 65.24112447  47.53810863]
 [132.51522992 248.4712297 ]
 [ 88.94308379 251.57034535]
 [142.44314588 329.40470482]
 [ 85.87487795 332.13282041]
 [147.12793013 405.90634284]
 [ 83.61683914 395.56167732]]"
544,"[[108.03633806 120.45136781]
 [116.20323103 108.48777049]
 [104.36903298 107.34675162]
 [127.88171502 113.64668811]
 [ 99.23579737 110.52773373]
 [148.29260859 131.46180416]
 [ 96.33601623 135.06936715]
 [168.09716299  95.01580345]
 [ 58.71378524  99.91257162]
 [165.75274305  44.03225712]
 [ 65.05371236  48.52181014]
 [132.37350983 249.36050053]
 [ 88.87728554 251.97364121]
 [142.04099178 329.49788326]
 [ 85.85633373 332.12457153]
 [146.55438388 406.31320087]
 [ 84.02386419 395.23039305]]"
545,"[[107.78463024 117.88543181]
 [116.16356665 108.63286087]
 [103.62248191 107.9238929 ]
 [128.01719556 113.25028106]
 [ 99.25190062 110.83303837]
 [148.45461534 133.44788753]
 [ 97.70841028 135.22196663]
 [168.32251919  97.48601682]
 [ 57.49630558 104.64984528]
 [163.55725401  48.1257602 ]
 [ 62.82324865  53.45598787]
 [132.30233233 249.36032473]
 [ 90.25661457 255.46661644]
 [142.48040892 330.62964373]
 [ 86.08332391 332.38392848]
 [146.5035172  406.2545552 ]
 [ 83.84722057 395.15567788]]"
546,"[[107.61975068 117.86339427]
 [116.09374059 108.6536233 ]
 [103.52607699 107.93109323]
 [128.07533519 113.33421837]
 [ 99.12146663 110.98208327]
 [148.44496739 133.53630812]
 [ 97.92836875 135.11249177]
 [168.34366766  97.58332627]
 [ 57.54092154 104.85608114]
 [163.23961516  48.41033212]
 [ 63.06871509  54.04681489]
 [132.38966989 249.36716691]
 [ 90.36971649 255.46936008]
 [142.52779506 330.37439464]
 [ 85.96325024 332.143719  ]
 [146.46348864 406.19108053]
 [ 83.85509227 395.10681455]]"
547,"[[108.36361221 114.74565414]
 [116.09326912 106.38751485]
 [105.20377107 105.62082473]
 [130.73754092 113.38317495]
 [ 98.10864985 112.0342032 ]
 [149.22699025 135.84734577]
 [ 98.83394715 137.03341609]
 [168.70858669  98.48118755]
 [ 53.04863127 107.65558666]
 [160.40924891  50.61589898]
 [ 66.23354788  51.3574135 ]
 [132.47680986 249.82285374]
 [ 90.6224039  255.42179812]
 [143.23919819 330.46482082]
 [ 85.74248612 331.58946073]
 [146.54901546 406.15950172]
 [ 83.78979997 394.90925584]]"
548,"[[108.43741261 114.91326213]
 [116.13104329 106.56616579]
 [105.08845141 105.6964206 ]
 [130.74968683 113.28062965]
 [ 98.10751832 112.22588298]
 [149.21500461 135.7581505 ]
 [ 98.70081562 136.97272996]
 [168.49708202  98.28729808]
 [ 52.85395021 107.60912712]
 [160.38411378  50.50139653]
 [ 66.15966152  51.29133955]
 [132.34156072 249.56139209]
 [ 90.4642542  255.5939899 ]
 [143.5745223  330.17905529]
 [ 85.51629226 331.45734738]
 [146.74448552 406.07222258]
 [ 83.65055567 394.86649179]]"
549,"[[107.39227937 114.89134616]
 [115.6706536  106.3559982 ]
 [105.35452521 105.09112523]
 [131.07743445 113.3919709 ]
 [ 98.40455914 112.75378724]
 [150.68731545 137.79118281]
 [ 96.64930424 137.32543562]
 [170.35929875 101.25978835]
 [ 51.15562877 110.33660171]
 [160.62317857  52.89101614]
 [ 56.87970737  62.09981299]
 [132.39744446 250.42933546]
 [ 90.69590243 255.57479685]
 [143.14118927 330.82206399]
 [ 86.55529407 332.59152787]
 [147.02756686 406.06001159]
 [ 84.05280839 394.81727203]]"
550,"[[106.6105937  115.40053881]
 [115.40693448 106.44470787]
 [104.71886433 105.26681978]
 [131.10651226 113.35127633]
 [ 98.25742881 112.672233  ]
 [150.80549125 137.8230614 ]
 [ 96.48672505 137.57107022]
 [170.14810328 101.38822003]
 [ 51.13479351 110.2354227 ]
 [160.45395417  52.85637802]
 [ 56.8240547   62.06675806]
 [132.4564489  250.44925138]
 [ 90.84118953 255.82833771]
 [143.43336946 330.86576745]
 [ 86.0733421  332.27797504]
 [146.82408682 406.12522901]
 [ 83.98382131 394.90819624]]"
551,"[[108.24169531 112.26455886]
 [115.92308179 104.88763025]
 [106.98377594 103.01862374]
 [131.93443255 113.21389328]
 [ 99.69099057 113.08095311]
 [152.02531193 139.91760458]
 [ 98.5176544  143.41468906]
 [180.52662618 113.18419416]
 [ 48.76707133 113.4818488 ]
 [156.3180957   64.47024127]
 [ 60.20264981  63.66817878]
 [132.39279475 250.73007669]
 [ 94.11509185 266.36355364]
 [142.82923937 331.38331398]
 [ 85.72261211 332.55647254]
 [146.69674553 406.60093087]
 [ 83.87824689 395.12971553]]"
552,"[[108.39171909 112.24237073]
 [116.0224748  105.03175497]
 [107.12806812 103.11783412]
 [132.14923584 113.26942058]
 [ 99.50333123 113.17396336]
 [152.01760449 139.87933935]
 [ 98.39134468 143.29809089]
 [180.19295005 112.99362441]
 [ 48.88658923 113.65599815]
 [156.39305561  64.18714479]
 [ 60.25702835  63.27185461]
 [132.288014   250.74005278]
 [ 93.98529959 266.28988979]
 [143.01815018 331.24765572]
 [ 85.8010569  332.75924085]
 [146.78766742 406.69508223]
 [ 84.12335348 395.0923683 ]]"
553,"[[109.37250797 111.22830673]
 [116.03703436 104.39483244]
 [107.00291358 102.40283249]
 [133.32894658 114.32498802]
 [ 99.00307226 113.99378216]
 [150.56284229 143.70723425]
 [ 98.88392087 145.0771582 ]
 [178.23960218 118.26287911]
 [ 38.29483038 122.42946582]
 [164.2503135   63.92917313]
 [ 55.80472598  68.22709369]
 [132.51033981 251.07413491]
 [ 93.47775767 266.58726122]
 [140.3938249  336.78472693]
 [ 85.68968558 332.6733218 ]
 [146.7365875  406.62860075]
 [ 83.97753894 394.93130029]]"
554,"[[109.21107031 111.13172809]
 [116.08705572 104.2661141 ]
 [106.86360131 102.25730072]
 [133.72387171 114.03756505]
 [ 98.88872219 113.87607499]
 [150.70519862 143.61704707]
 [ 98.8767812  144.95086645]
 [178.37656611 118.12094475]
 [ 38.35762806 122.36015781]
 [164.00505563  63.99036109]
 [ 55.77155322  68.39307705]
 [132.39751793 250.93994311]
 [ 93.33841208 266.45222325]
 [140.54370474 336.56928619]
 [ 85.71052285 332.80803649]
 [145.05058757 398.03310329]
 [ 83.99527484 394.89190293]]"
555,"[[109.46693772 107.54692757]
 [116.30595597 101.72170501]
 [102.82392332 107.71676736]
 [136.98860362 114.31281122]
 [ 98.79274642 114.06035689]
 [149.8109628  146.44642353]
 [100.10119595 147.5235892 ]
 [175.96808235 120.49722502]
 [ 39.49421296 125.93665936]
 [164.63127647  71.63006272]
 [ 54.32738392  76.49535086]
 [133.05187414 251.10561805]
 [ 93.66179786 266.59141951]
 [141.13286045 336.99607568]
 [ 85.95631115 332.2783066 ]
 [144.93656603 398.26697932]
 [ 83.95325112 395.14762379]]"
556,"[[109.28634276 107.38300816]
 [116.22308804 101.52525563]
 [102.78988892 107.61804327]
 [136.80198652 114.02150799]
 [ 98.73840653 114.04985894]
 [149.9699868  146.33292853]
 [100.18106914 147.28999637]
 [175.95206107 120.68534539]
 [ 39.26107069 125.79890677]
 [164.13124807  71.7426917 ]
 [ 54.53237332  76.44306005]
 [133.05233078 250.96385637]
 [ 93.69816395 266.49866897]
 [141.44395138 336.86323153]
 [ 85.84533834 332.29069442]
 [144.93236512 398.30414971]
 [ 83.83416271 395.160013  ]]"
557,"[[108.77606465 106.5973861 ]
 [116.11093905 100.84529551]
 [104.3994369  106.58969188]
 [137.84094801 114.37162888]
 [ 98.32487654 113.5775438 ]
 [146.61911941 147.59568437]
 [ 99.90791364 146.82543416]
 [174.38641868 119.22235489]
 [ 38.08181834 127.89513606]
 [166.56471669  77.77752217]
 [ 63.56397149  79.71003927]
 [132.53662595 250.28528569]
 [ 93.38411426 267.04421694]
 [142.18770762 336.75036649]
 [ 85.74954549 331.82296031]
 [145.10930962 398.03069051]
 [ 83.70099719 395.12565533]]"
558,"[[108.88692085 106.45740101]
 [116.16617589 100.745632  ]
 [104.34278198 106.57838853]
 [138.03353128 114.33495375]
 [ 98.47198421 113.48696498]
 [146.75725217 147.64489377]
 [ 99.80333081 146.829006  ]
 [174.33874133 119.12811787]
 [ 38.39096608 127.73500884]
 [166.64279862  77.51398829]
 [ 63.71943832  79.65704044]
 [132.51173256 250.31231283]
 [ 93.34311278 266.90198693]
 [142.13385286 336.9957165 ]
 [ 85.78341829 331.83936413]
 [145.02490766 398.29549053]
 [ 83.9300042  395.11928251]]"
559,"[[108.26451108 106.1383982 ]
 [115.55159718 101.10131478]
 [106.06383855 107.93242637]
 [136.62770124 113.09808636]
 [ 98.46144996 115.06255113]
 [144.2274566  148.82534936]
 [ 99.99203504 147.90973592]
 [175.68353496 134.83785415]
 [ 34.15270533 139.46004488]
 [166.46509111  81.63155279]
 [ 54.03224496  92.66649045]
 [132.64423918 250.79050448]
 [ 92.73943783 268.10849261]
 [141.85961181 336.3604255 ]
 [ 85.83210055 331.41577832]
 [144.88930051 398.50642691]
 [ 83.83129991 395.2271949 ]]"
560,"[[108.36318972 105.85788787]
 [115.69039599 100.89063742]
 [106.16173485 108.03129691]
 [136.82335889 112.85195563]
 [ 98.29178441 115.1204425 ]
 [144.09657213 148.96086601]
 [100.09537306 147.96541276]
 [175.54915262 134.70472679]
 [ 34.27736774 139.27904955]
 [166.11081895  81.36337089]
 [ 53.76517891  92.88175021]
 [132.5911476  250.69832589]
 [ 92.4206168  267.8765403 ]
 [142.08147615 336.27388477]
 [ 85.875562   331.51921192]
 [144.97596551 398.40459031]
 [ 83.7540223  395.12941851]]"
561,"[[109.85931225 105.48433137]
 [116.80682102 102.72568689]
 [108.58458725 109.14775011]
 [137.38321455 114.11454587]
 [ 99.54635253 116.77849674]
 [145.24829469 148.64846742]
 [ 99.28025807 149.60876864]
 [175.86866369 141.45054238]
 [ 41.50104141 145.6412513 ]
 [159.14496604  85.91953801]
 [ 55.00210042  91.70574037]
 [132.92097285 251.52746802]
 [ 92.65981254 268.62411472]
 [142.71890229 335.71276948]
 [ 86.17148362 331.28086607]
 [146.72255871 406.23704826]
 [ 83.8248666  395.25327469]]"
562,"[[109.19147319 106.40936519]
 [116.95068638 102.95140039]
 [108.73025685 109.4162014 ]
 [137.39685516 114.31551963]
 [ 99.71010122 116.77394197]
 [145.4400843  148.87144626]
 [ 99.14185075 149.56773421]
 [174.43560739 117.56186646]
 [ 41.28853682 145.78833034]
 [163.80620565  85.3105886 ]
 [ 55.02061266  91.79128504]
 [132.94718436 251.37453906]
 [ 92.68275492 268.56355845]
 [142.73686676 335.76645559]
 [ 86.29178953 331.16223745]
 [146.77597366 406.06866317]
 [ 83.79214099 395.2472431 ]]"
563,"[[110.76691222 111.07457443]
 [118.29262187 106.00163337]
 [108.88882639 103.78037778]
 [137.42762493 115.12208647]
 [102.43774652 113.71618815]
 [145.94455683 148.44001703]
 [ 99.6021598  152.19469913]
 [175.17340979 143.97988908]
 [ 33.76441742 150.05157582]
 [160.36491483  93.83697413]
 [ 52.8773444  101.09798815]
 [133.1044132  251.3753196 ]
 [ 90.44343492 255.2871373 ]
 [142.43176931 335.35533497]
 [ 85.96873461 332.08728924]
 [146.72560277 406.08532326]
 [ 83.93077921 395.52305083]]"
564,"[[110.76538952 112.36755314]
 [118.32931116 106.8357955 ]
 [108.73904384 104.76801939]
 [137.16970171 115.48322678]
 [ 99.44292388 119.3998813 ]
 [146.07219933 148.53440049]
 [ 99.5326656  152.20408221]
 [175.22926405 143.77623246]
 [ 33.30273362 149.88282533]
 [160.45161982  93.63090474]
 [ 49.29391183  99.95716821]
 [133.02619007 251.4279133 ]
 [ 90.43609133 255.42507087]
 [142.06292659 335.22958753]
 [ 85.83086707 331.98624286]
 [146.72414738 406.01339663]
 [ 83.79185644 395.51205555]]"
565,"[[110.96909547 114.06779242]
 [117.73397071 107.65038328]
 [108.13425635 105.87908201]
 [134.58750652 115.12696383]
 [ 98.91389497 118.92848278]
 [146.20853152 147.50532244]
 [ 98.47243869 153.57031724]
 [173.8370393  145.46621572]
 [ 32.80343624 155.48534536]
 [163.29038854 100.07615257]
 [ 54.04373948 107.0076495 ]
 [133.82132427 250.82780681]
 [ 90.8414041  254.81064868]
 [141.32618874 335.35706805]
 [ 85.67025872 331.13353974]
 [146.5268994  406.25844271]
 [ 83.90351663 395.51295352]]"
566,"[[110.83324108 114.99597199]
 [117.43985999 108.46222051]
 [108.20943517 106.67958549]
 [134.1282812  115.40834929]
 [ 98.73338664 119.39997317]
 [146.14681205 147.26798784]
 [ 98.47093998 153.6521609 ]
 [173.64847068 144.90312835]
 [ 32.98510409 155.80223863]
 [163.29241902 100.43211164]
 [ 53.89708229 107.29848786]
 [133.67298537 250.59434591]
 [ 90.93535939 254.74598662]
 [141.97331748 335.25744668]
 [ 85.54384072 330.91553773]
 [146.55262461 406.40003654]
 [ 83.72972049 395.76427847]]"
567,"[[111.32606808 112.09522814]
 [117.37959192 107.07950222]
 [109.36783793 105.48803722]
 [134.3718656  114.00829541]
 [102.31988993 111.68712435]
 [145.3414703  143.36143051]
 [ 98.21422159 148.3353097 ]
 [171.92835704 162.6193281 ]
 [ 39.55288703 156.37365018]
 [156.94658759 114.26963514]
 [ 58.5357552  110.95485547]
 [134.59665948 250.83777496]
 [ 91.28619632 254.88942128]
 [140.15807706 335.28916294]
 [ 85.44027613 330.88489073]
 [146.47829577 406.97830927]
 [ 83.58908144 395.88716761]]"
568,"[[111.41889317 112.22134997]
 [117.41961715 107.39076661]
 [109.46261787 105.78536513]
 [134.56934714 114.14568122]
 [102.14251761 111.86079917]
 [145.24040666 143.40506766]
 [ 98.11763808 148.5492446 ]
 [171.72348425 162.37052712]
 [ 39.59634948 156.40135184]
 [156.70374804 114.55696079]
 [ 58.30321801 111.30021367]
 [134.59581458 251.07771988]
 [ 91.35929901 254.9134537 ]
 [140.45882699 335.29876707]
 [ 85.3423645  330.82985214]
 [146.48637238 407.06005484]
 [ 83.57934685 395.80527145]]"
569,"[[114.33269611 114.34607993]
 [119.65814014 109.5299057 ]
 [112.04776527 107.24025526]
 [135.1352994  114.1491491 ]
 [101.90897684 110.93617633]
 [147.72446407 145.10832878]
 [ 96.32357544 144.9701721 ]
 [163.18638014 170.48288029]
 [ 42.39954228 165.89804999]
 [158.54830831 114.29591714]
 [ 55.08322442 113.60549223]
 [134.65730847 249.51606296]
 [ 87.21809374 253.91963682]
 [140.0251781  334.38766972]
 [ 84.86122219 329.92514833]
 [146.58951315 406.478671  ]
 [ 83.54641666 395.74206686]]"
