,keypoints
97,"[[111.27073769 110.9917209 ]
 [116.82305288 105.61154802]
 [107.74846207 103.63634355]
 [131.7985545  114.81865583]
 [101.74036085 116.10796323]
 [152.00266942 148.4272638 ]
 [ 99.84823332 148.4763309 ]
 [173.42540052 119.11834797]
 [ 41.51831117 121.35139562]
 [167.17846675  62.95093015]
 [ 58.658693    71.40918013]
 [131.53600339 254.40620558]
 [ 91.15271494 266.44159406]
 [136.78033759 329.90776158]
 [ 85.94380906 332.57688545]
 [146.319511   397.39385881]
 [ 82.51241675 393.86841854]]"
98,"[[111.07698491 111.07856417]
 [116.85792759 105.42226858]
 [107.39631135 103.56140319]
 [131.8744237  114.50595399]
 [101.91466779 115.79214062]
 [152.21698092 148.54794324]
 [ 99.60016797 148.51460165]
 [173.34040081 119.15237409]
 [ 41.84125847 121.3507446 ]
 [167.04366725  62.803389  ]
 [ 57.89685501  72.20952128]
 [131.45884907 254.33215353]
 [ 90.98958999 266.73441486]
 [136.60644682 330.14869496]
 [ 86.03997941 332.92096232]
 [146.09331048 397.46899948]
 [ 82.46186128 393.88727037]]"
99,"[[110.50956476 108.92292698]
 [116.82576574 104.39655585]
 [107.8581211  102.28025419]
 [135.46178188 116.36508108]
 [100.09757813 116.81705277]
 [149.80237173 149.499262  ]
 [100.41128597 149.82349376]
 [174.5022248  118.95215462]
 [ 42.37362198 127.02047553]
 [165.70795849  69.96736693]
 [ 55.65631419  73.91837174]
 [131.44592598 253.99944184]
 [ 90.73605093 266.83075174]
 [137.20719333 329.93890038]
 [ 85.70058035 331.84206495]
 [146.04818806 397.21026559]
 [ 82.89672033 393.8312371 ]]"
100,"[[110.64783413 108.82990982]
 [116.93589858 104.275989  ]
 [107.73338505 102.27467711]
 [136.04895017 116.40233712]
 [100.32586711 116.95849464]
 [149.73940079 149.60161597]
 [100.70815619 150.19057659]
 [174.28698703 118.80101676]
 [ 42.53059352 127.3773084 ]
 [166.31121295  70.2126179 ]
 [ 55.66950133  74.02821131]
 [131.32784715 253.66056628]
 [ 87.00093077 263.93378757]
 [137.16847989 330.05459471]
 [ 85.73498593 331.97146229]
 [146.18157015 397.03235444]
 [ 82.86951306 393.62264856]]"
101,"[[112.08570139 109.04476618]
 [118.17953394 104.90434076]
 [108.98775225 102.45332045]
 [138.45754255 117.82271869]
 [ 99.50393697 117.25304575]
 [149.25163325 150.92577217]
 [100.76891872 150.58299597]
 [172.43532853 118.24796454]
 [ 46.72176801 137.77704221]
 [166.50009511  74.99724217]
 [ 65.46172533  79.3187831 ]
 [131.64759178 254.55904613]
 [ 86.61730341 264.44816634]
 [137.89996627 330.22563329]
 [ 85.07277284 331.5797751 ]
 [146.50019459 396.97894876]
 [ 82.89160514 393.42054198]]"
102,"[[111.82093372 109.45546821]
 [117.86231424 105.13618255]
 [108.88317275 102.72611377]
 [138.18339879 117.82456091]
 [ 99.43314332 117.17934045]
 [149.15472054 150.9279342 ]
 [100.85117758 150.44753596]
 [172.50544581 118.24056527]
 [ 46.8145891  138.11852602]
 [166.58498086  74.87401456]
 [ 65.23026235  79.34145613]
 [131.54709524 254.55107389]
 [ 86.55288242 264.34904161]
 [138.12384842 330.13906735]
 [ 84.96437695 331.41337591]
 [146.49984607 396.95687945]
 [ 82.78976916 393.49920407]]"
103,"[[115.14690481 110.61670865]
 [119.15012576 106.82782775]
 [110.17920949 103.71305773]
 [139.41299105 117.50668263]
 [100.6801426  113.91427529]
 [147.80801572 150.01292447]
 [101.48764145 149.52028968]
 [172.7203304  131.58726977]
 [ 41.92451957 130.48867925]
 [159.6845307   83.20357193]
 [ 54.68415903  84.20132882]
 [131.55086366 253.72766598]
 [ 86.90343231 264.89423039]
 [136.63737369 330.27245582]
 [ 84.60150372 331.3494336 ]
 [146.42913305 397.16220076]
 [ 83.19701045 393.54898194]]"
104,"[[112.47233401 113.19418459]
 [119.53274804 108.71878615]
 [109.98547236 105.51191421]
 [138.91169984 119.13676635]
 [100.01520533 120.92353444]
 [146.15259363 150.97009316]
 [101.37292421 150.03462009]
 [170.33129582 115.12705794]
 [ 43.99230605 141.87493913]
 [166.6069823   83.75060639]
 [ 57.73913046  87.94016936]
 [131.8062023  253.91659383]
 [ 87.13319716 265.26317409]
 [137.52053365 330.82475237]
 [ 84.600836   330.64765837]
 [146.39168941 397.49046647]
 [ 82.72375016 393.82425781]]"
105,"[[112.48055457 113.19481455]
 [119.54363214 108.7201262 ]
 [109.99126327 105.51317482]
 [138.89757376 119.13934007]
 [100.01639283 120.92389501]
 [146.16192572 150.96744622]
 [101.36863667 150.03796399]
 [170.30865998 115.11659177]
 [ 43.99287448 141.86759512]
 [166.59045856  83.74929397]
 [ 57.73858402  87.94395188]
 [131.80048086 253.90199424]
 [ 87.14592633 265.28517295]
 [137.5362514  330.80527611]
 [ 84.57934768 330.68038036]
 [146.39740301 397.44498641]
 [ 82.74116153 393.79240615]]"
106,"[[112.50105931 113.80365966]
 [120.87409778 109.34007919]
 [110.92427751 106.78570955]
 [138.85839319 119.26898746]
 [103.25460745 116.82918088]
 [146.09991171 152.09029296]
 [101.97892085 152.06074425]
 [172.90785712 128.53902407]
 [ 45.73111194 136.74435709]
 [164.99824465  88.83059546]
 [ 55.35906079  92.55968958]
 [131.69940523 254.64772541]
 [ 88.37723827 253.84554471]
 [137.56132255 330.23488652]
 [ 84.43030215 330.02679014]
 [146.418107   397.82788455]
 [ 82.54477385 393.83559432]]"
107,"[[112.71136315 113.25518017]
 [121.22718777 108.80371883]
 [111.14876128 106.22410658]
 [139.02810705 119.09350358]
 [103.38172883 116.37853581]
 [146.32215455 152.1124645 ]
 [102.07651328 152.14866233]
 [172.98832739 128.03744343]
 [ 45.73805303 136.65595826]
 [165.15612447  88.89509589]
 [ 55.31248298  92.4394391 ]
 [131.70034617 254.55924472]
 [ 88.38840468 253.76610622]
 [137.47593235 330.57609092]
 [ 84.61448361 330.42387619]
 [146.14705329 397.96248596]
 [ 82.73130167 393.77192693]]"
108,"[[114.12988979 116.394795  ]
 [122.44019397 111.06247015]
 [112.27493538 108.59743185]
 [139.26856958 119.70640337]
 [105.17593607 118.33383991]
 [148.03844446 151.06626288]
 [100.76146585 152.91929107]
 [174.41665401 126.29478116]
 [ 46.95564397 145.2599398 ]
 [159.93682294  91.86688488]
 [ 53.6519577  100.63460849]
 [132.04299787 254.6529281 ]
 [ 87.20595017 254.52597315]
 [136.81978022 329.78103604]
 [ 85.55301021 331.64234834]
 [146.26041377 398.07195253]
 [ 82.87030207 393.77166445]]"
109,"[[114.19231229 116.47697713]
 [122.37126886 111.1432922 ]
 [112.17742043 108.68470408]
 [138.9515658  119.70020255]
 [105.17400022 118.28608315]
 [147.88007218 150.87882773]
 [100.63742051 152.89443805]
 [174.3345964  127.0071994 ]
 [ 46.91647906 145.03181422]
 [159.98984072  92.18409676]
 [ 53.72860691 100.57969699]
 [132.18071031 254.68617471]
 [ 87.25101578 254.63745393]
 [137.25249901 333.79150945]
 [ 85.58803019 331.56236831]
 [146.09000387 398.12361615]
 [ 82.71598009 393.86946848]]"
110,"[[115.24853954 114.43919241]
 [123.12362549 109.7773687 ]
 [112.03048785 106.68504445]
 [138.05641536 117.71754683]
 [104.14845011 115.53521785]
 [147.10882347 150.47398046]
 [ 99.28255644 153.78097111]
 [167.60264361 152.97442499]
 [ 34.70291203 155.00593074]
 [158.78100143 100.72479705]
 [ 53.9018956  103.8527527 ]
 [132.59236409 252.90969588]
 [ 90.48226131 255.81192975]
 [137.89067283 333.59741552]
 [ 85.05765785 330.72975484]
 [146.18521462 398.27349547]
 [ 82.81174595 393.91134146]]"
111,"[[115.08814011 114.16712161]
 [122.67657156 109.62843431]
 [111.93205343 106.66519036]
 [138.16909712 117.50841779]
 [104.03679557 115.63037011]
 [147.57561047 150.25651101]
 [ 99.66724852 153.63779064]
 [167.88324332 153.33309592]
 [ 34.95417737 155.38786598]
 [153.63758677 107.06749983]
 [ 53.8684303  104.30600534]
 [132.51528607 252.87753374]
 [ 90.10007352 255.8423336 ]
 [137.9262206  333.51251185]
 [ 84.88679613 330.63926443]
 [146.02975845 398.29886517]
 [ 82.45695533 394.08210478]]"
112,"[[112.62881667 113.48806361]
 [122.31925067 109.19462685]
 [113.45549215 106.58681286]
 [137.71684103 117.65193776]
 [104.33638733 115.07694971]
 [143.31319184 149.51927497]
 [102.1787171  149.05729615]
 [173.4408697  154.48789102]
 [ 43.55001212 167.39153621]
 [151.17221486 118.70206714]
 [ 55.30022013 111.79038216]
 [132.55218293 251.70772322]
 [ 85.71121989 252.13060343]
 [137.66858859 332.87493035]
 [ 84.80264741 330.51677869]
 [146.08829525 398.34737484]
 [ 82.92765136 393.87891235]]"
113,"[[112.67096833 113.76423191]
 [122.67394732 109.25519072]
 [113.63521131 106.67449953]
 [137.89068516 117.74853056]
 [104.72342242 115.28039634]
 [143.14318977 149.84412978]
 [102.47929511 149.62404171]
 [173.70833625 154.00328199]
 [ 43.56638392 167.33997069]
 [152.24582616 108.11441154]
 [ 55.09800889 111.61635265]
 [132.62114686 251.8741117 ]
 [ 85.68253591 252.08164064]
 [137.56824665 333.02678382]
 [ 84.74089729 330.45220781]
 [146.12139871 398.37636818]
 [ 82.9233345  393.84937331]]"
114,"[[115.66060148 115.31838984]
 [120.29403359 110.86772899]
 [113.23564663 108.58692423]
 [136.55260772 117.26763775]
 [102.93842132 114.59236417]
 [146.84553383 150.14596549]
 [ 98.58971753 149.11842712]
 [160.85861721 167.13388714]
 [ 43.69441109 161.58055656]
 [153.44119242 117.56696986]
 [ 56.37274455 114.6578338 ]
 [133.03052134 251.20712067]
 [ 87.23380749 255.10474597]
 [137.51856748 333.17844596]
 [ 84.72563036 330.65290389]
 [145.69749506 398.87599125]
 [ 82.38460099 394.68998423]]"
115,"[[116.49581938 115.52593948]
 [121.02708831 111.37198143]
 [113.78796878 109.00273847]
 [137.09398878 117.39555102]
 [103.03463232 114.86435969]
 [146.59405925 150.16502799]
 [ 98.44455504 149.41912517]
 [161.01962172 167.38801825]
 [ 43.6720418  161.58729478]
 [153.49686775 117.91714774]
 [ 56.03195273 114.74042485]
 [132.92846962 251.29434801]
 [ 87.17506578 255.11950444]
 [137.40746471 333.28087521]
 [ 84.68586169 330.61173408]
 [145.8083406  398.80979574]
 [ 82.57732154 394.52286529]]"
116,"[[117.41469854 114.10623655]
 [120.92746741 107.26562012]
 [115.5836674  109.67574416]
 [135.41335218 116.62950054]
 [103.46795469 113.99557188]
 [147.97525361 149.64221798]
 [ 97.87280604 147.32313005]
 [162.16780044 174.63149588]
 [ 43.77471359 160.5417289 ]
 [151.80906257 120.20113562]
 [ 56.55396592 117.40322831]
 [133.01095513 250.92862594]
 [ 86.91226261 254.76625861]
 [137.51104396 334.87196653]
 [ 84.81439981 328.78413775]
 [145.35971532 399.40971504]
 [ 82.49835131 394.56190484]]"
117,"[[117.99171867 114.39615621]
 [121.09755211 107.46815151]
 [116.04023102 110.0289962 ]
 [135.41390229 116.75756405]
 [103.75788249 114.12048766]
 [147.94502362 149.71265744]
 [ 98.0163472  147.51824076]
 [161.98050961 174.45709095]
 [ 43.69565773 160.56119134]
 [151.47732563 120.36071715]
 [ 56.53328792 117.38470701]
 [132.79731501 251.03377811]
 [ 86.83668612 255.13412061]
 [137.39115289 334.7833204 ]
 [ 84.37744631 329.02206916]
 [145.6815151  398.95966815]
 [ 82.30347433 394.62644394]]"
118,"[[115.84908114 115.51982779]
 [119.24505063 111.93714553]
 [112.86332454 110.0747194 ]
 [132.28955752 116.42363142]
 [ 98.61639834 114.23007649]
 [147.25906849 149.66924547]
 [ 96.47597023 146.94109257]
 [162.08482455 177.86321462]
 [ 47.87717102 166.54277173]
 [153.7812717  120.48558631]
 [ 56.47117462 121.51129732]
 [132.98474137 251.63019533]
 [ 89.19944452 254.52646017]
 [137.19926665 334.57703827]
 [ 83.80092064 329.54870589]
 [145.31777157 399.49084447]
 [ 82.16805243 395.00615499]]"
119,"[[115.15539725 115.4918526 ]
 [118.51240374 112.32423373]
 [112.08712511 110.23083167]
 [132.91097645 116.35271846]
 [ 97.82479816 114.14032172]
 [147.07006638 150.5705812 ]
 [ 95.92702566 147.08991782]
 [165.46718408 169.57084767]
 [ 45.89377433 163.43609449]
 [157.17263562 115.75327392]
 [ 57.61826112 122.23508937]
 [132.77368758 250.65466215]
 [ 89.58620372 253.78124123]
 [137.59281902 335.02196466]
 [ 83.70452905 328.331752  ]
 [145.56441018 399.40069114]
 [ 82.31940899 395.24524961]]"
120,"[[113.38936953 112.77700492]
 [118.07393221 108.49760325]
 [110.98311584 106.83145831]
 [134.44525684 116.54836589]
 [ 99.55162232 111.40893286]
 [149.69646946 150.20566109]
 [ 96.66933184 146.92998815]
 [163.80463165 176.32158828]
 [ 47.01296128 169.2197252 ]
 [155.15722235 122.41134274]
 [ 60.91351783 125.10422065]
 [132.27749907 251.15579276]
 [ 90.01771916 254.01133924]
 [136.2527061  333.42865122]
 [ 82.8206822  329.41089113]
 [145.38369593 398.8294654 ]
 [ 82.57769672 395.31431586]]"
121,"[[113.31290425 112.4503597 ]
 [118.26505676 108.31018192]
 [110.75401288 106.6496921 ]
 [135.14312695 116.42500255]
 [100.20047567 111.32861919]
 [149.34703593 150.75943515]
 [ 97.65837526 146.93445589]
 [168.60978411 181.64552653]
 [ 47.8602901  169.21018324]
 [147.72339385 127.70882613]
 [ 61.33120141 125.90838094]
 [132.18538552 251.4068435 ]
 [ 89.63904025 254.47331111]
 [136.75206211 333.07070971]
 [ 83.64477609 329.06649652]
 [145.39630931 397.70262339]
 [ 82.41646231 394.51275554]]"
122,"[[114.76146771 111.69336628]
 [119.97297151 107.18615677]
 [110.80214154 107.5338566 ]
 [134.4624528  114.40477706]
 [102.31472009 110.20225795]
 [151.08208464 150.71848361]
 [ 98.11731821 146.5459779 ]
 [166.00766619 186.30728445]
 [ 49.43897902 172.11782772]
 [150.9032556  124.72865822]
 [ 62.00544079 125.16303348]
 [132.10000581 250.89616436]
 [ 85.5499155  253.03241647]
 [136.98215499 332.18670339]
 [ 83.98233193 328.9502717 ]
 [146.12685908 396.98836639]
 [ 83.05499865 394.625604  ]]"
123,"[[114.9076671  111.39541739]
 [120.08674182 107.12681552]
 [110.77234586 107.28586656]
 [134.45458843 114.15595433]
 [102.12729799 110.09100303]
 [150.98204657 151.0422429 ]
 [ 98.04690639 146.53934951]
 [166.07982061 186.2939807 ]
 [ 49.06046835 172.03639436]
 [150.8597645  124.54900639]
 [ 62.07455848 125.22138212]
 [132.10638097 250.95916172]
 [ 85.33838017 252.92287806]
 [136.78256266 332.14321268]
 [ 83.81562781 328.96724607]
 [145.95299996 396.95210363]
 [ 82.9891869  394.64504434]]"
124,"[[114.48231273 114.59257986]
 [118.19353874 106.98626333]
 [109.38380357 106.11869054]
 [133.12595217 113.75474763]
 [101.29672415 111.29138456]
 [150.02873018 148.80311772]
 [ 98.69742371 146.43799782]
 [167.45650087 182.62835727]
 [ 48.7121157  177.07956947]
 [147.93272344 127.36697553]
 [ 54.75412037 133.56483246]
 [132.28859759 251.26173791]
 [ 86.49321076 253.66883658]
 [136.86813612 333.92259636]
 [ 83.45484971 329.05856262]
 [146.08238106 397.75826846]
 [ 82.61433336 395.08069471]]"
125,"[[114.44192166 114.62670959]
 [118.17660583 106.94272289]
 [109.48935266 106.06521096]
 [132.9069683  113.76013303]
 [101.3486837  111.29755016]
 [149.9431967  149.10377848]
 [ 98.73439022 146.51338854]
 [167.36240698 182.73790621]
 [ 48.97665148 177.16379966]
 [148.5957835  127.30693456]
 [ 54.79296942 133.45052514]
 [132.16732076 251.21562513]
 [ 86.39144009 253.5275705 ]
 [138.29081543 328.91793963]
 [ 83.7373153  329.11139635]
 [146.02686833 397.83208704]
 [ 82.58429462 395.17059108]]"
126,"[[114.5593511  116.00045302]
 [118.61869252 107.32879224]
 [109.52521129 106.61452764]
 [132.1990233  114.86667714]
 [101.38374034 111.58525184]
 [150.15573294 149.12217994]
 [ 96.05375921 152.90523854]
 [166.37063071 184.06202339]
 [ 50.47535526 184.33700361]
 [145.55276107 128.06188407]
 [ 55.07145935 134.44928499]
 [132.78231155 250.63923573]
 [ 86.96684689 253.03467038]
 [137.07614493 333.26275696]
 [ 83.83826832 328.98861221]
 [146.30102208 397.44984235]
 [ 82.6410375  394.94014183]]"
127,"[[114.68395554 115.97569118]
 [118.73717486 107.29755328]
 [109.76531365 106.63988766]
 [132.16398666 114.91467082]
 [101.71264447 111.66646485]
 [149.94831989 149.0840128 ]
 [ 96.08624426 152.99955154]
 [166.72284174 184.01780808]
 [ 50.48483395 184.28517007]
 [145.76434571 128.21359042]
 [ 54.94666899 134.49612444]
 [132.65919108 250.70059154]
 [ 86.76362541 253.10767699]
 [137.04756757 333.25855654]
 [ 83.80909855 329.11388027]
 [146.33373837 397.50567392]
 [ 82.63407642 394.98921929]]"
128,"[[112.13568338 111.23337991]
 [117.96269617 106.73523609]
 [109.05415042 106.16834961]
 [131.1867333  113.97426445]
 [100.87529813 111.14942049]
 [140.77429742 144.60208492]
 [ 98.72506613 145.42692336]
 [165.94699895 186.96895639]
 [ 48.00736578 187.67156053]
 [157.59401691 144.01042141]
 [ 62.02956601 136.39599087]
 [132.78239893 251.34073087]
 [ 90.20163311 253.26782096]
 [138.12334763 328.82712802]
 [ 83.77040277 329.58794576]
 [145.8621847  397.89475976]
 [ 82.49109169 395.27443913]]"
129,"[[112.2099016  111.27771333]
 [118.0400011  106.8302944 ]
 [109.14288472 106.19183703]
 [131.34158772 113.79104216]
 [100.94516085 111.21673778]
 [141.00587101 144.49913898]
 [ 98.6146644  145.42832972]
 [166.15837035 186.84767652]
 [ 47.8744415  187.66876543]
 [157.2405644  143.83939698]
 [ 61.68523768 136.53133552]
 [132.85321675 251.22734501]
 [ 90.23791124 253.32409512]
 [136.65035674 333.51824435]
 [ 83.7623788  329.26194984]
 [146.12043644 397.64825068]
 [ 82.54517035 394.99144487]]"
130,"[[111.35916621 110.6337742 ]
 [118.27093296 106.39155156]
 [108.99540238 105.56869694]
 [130.23947237 113.66185688]
 [100.73269657 109.64457773]
 [140.96938231 143.56127663]
 [ 98.01171581 144.75819338]
 [164.60708061 188.83931711]
 [ 48.5242078  188.25823824]
 [158.76951808 146.88295806]
 [ 66.31645247 136.12336936]
 [132.49943438 249.97285394]
 [ 89.82484668 252.3293877 ]
 [137.74552334 329.0126094 ]
 [ 85.52507692 329.61383766]
 [145.99498436 397.86797818]
 [ 82.55192552 395.26647898]]"
131,"[[111.85775855 110.76073874]
 [118.47296427 106.46281438]
 [109.66955645 105.4821797 ]
 [130.2033735  113.53502773]
 [102.9014848  109.34408275]
 [140.98586207 143.61758205]
 [ 97.80312858 144.63500308]
 [164.08198006 188.26537934]
 [ 48.16109068 188.32815722]
 [159.26361963 146.3596438 ]
 [ 66.32897322 136.02620911]
 [132.52680757 250.14184826]
 [ 90.03024358 252.27132071]
 [137.86750421 328.83199467]
 [ 85.7856317  329.5245709 ]
 [146.28298964 398.16181022]
 [ 82.43663985 395.47788161]]"
132,"[[110.51671135 110.5520908 ]
 [118.22176424 105.91045152]
 [108.50609782 105.01186634]
 [130.56782273 113.43991209]
 [101.03148466 109.09441972]
 [140.97134282 143.59731144]
 [ 97.57684077 144.73115761]
 [164.60875325 189.64940607]
 [ 48.15326729 189.08971026]
 [158.10690283 147.25758798]
 [ 66.63517949 139.20137295]
 [132.46791892 250.37597987]
 [ 90.62397841 251.97552867]
 [137.64513542 329.14393806]
 [ 85.10376085 329.40635846]
 [146.10971161 398.57410373]
 [ 81.88190305 395.78568744]]"
133,"[[110.71143506 110.53132561]
 [118.30513463 105.95384001]
 [108.66233366 105.19039087]
 [130.71263936 113.38282889]
 [100.79220363 109.01532799]
 [140.69024199 143.53387891]
 [ 97.75053396 144.57089362]
 [164.47458415 189.46422482]
 [ 48.12639056 189.07817135]
 [158.75684073 147.29327188]
 [ 66.82366315 138.78674955]
 [132.45172438 250.13855755]
 [ 90.53204095 251.78729295]
 [137.65648067 329.00211559]
 [ 85.18764869 329.28404541]
 [146.07002691 398.49574143]
 [ 82.01493128 395.60350333]]"
134,"[[110.35993706 111.78607433]
 [118.30586765 106.80395766]
 [108.58823572 105.67644217]
 [130.82130348 114.99964908]
 [100.30773338 109.30203293]
 [139.8858525  143.75259653]
 [ 97.22693277 144.1129377 ]
 [162.14319342 190.50269735]
 [ 46.1576558  189.89734223]
 [156.8641015  148.12214704]
 [ 66.18673617 139.81263295]
 [132.5690472  250.6597519 ]
 [ 90.34695353 252.48324071]
 [138.01975172 329.16463141]
 [ 85.5011846  329.65303884]
 [146.19604142 398.64198328]
 [ 81.89957631 396.01548186]]"
135,"[[110.22515356 111.75924716]
 [118.08412993 106.6592382 ]
 [108.54776035 105.67123395]
 [130.82993253 114.86325449]
 [100.40989722 109.49817631]
 [139.8354283  143.68548785]
 [ 97.61774762 144.41348379]
 [162.11823921 190.94466908]
 [ 46.23667601 189.81299945]
 [156.53309292 148.13967678]
 [ 66.09716172 140.18461179]
 [132.43556782 250.64972677]
 [ 90.41068382 252.56654875]
 [138.09030415 328.71206469]
 [ 85.62501469 329.37185607]
 [146.3599094  398.47270645]
 [ 81.93567584 395.88327042]]"
136,"[[109.02276691 111.71111187]
 [117.65158724 106.71743351]
 [108.17569398 105.87812326]
 [130.73826628 115.05664456]
 [100.47302476 109.75407607]
 [144.16856062 141.2937487 ]
 [ 91.67299152 144.58191757]
 [159.1457762  191.91324992]
 [ 46.67254664 188.94292375]
 [156.67099178 148.91472906]
 [ 65.54328381 137.98097884]
 [132.55517884 251.73482392]
 [ 90.47954495 253.39961553]
 [136.40635236 332.36425674]
 [ 84.0093536  329.41564622]
 [146.19644258 398.53761441]
 [ 82.33994571 395.60748894]]"
137,"[[109.15718789 111.71475072]
 [117.64487672 106.66932723]
 [108.11337943 105.82406552]
 [130.85006242 114.91055605]
 [100.53109308 109.6081934 ]
 [144.19966292 141.19491408]
 [ 91.56586643 144.68411681]
 [159.18534194 191.85842131]
 [ 46.82171345 188.86031094]
 [157.40121106 148.62303279]
 [ 65.54276803 138.30418414]
 [132.49726695 251.60675938]
 [ 90.62534717 253.12808178]
 [136.35104354 331.97328654]
 [ 85.60984938 329.11691265]
 [146.26259285 398.23081984]
 [ 82.32954341 395.46674956]]"
138,"[[111.31766494 112.99169032]
 [117.65608469 106.40350215]
 [108.26819454 105.42266023]
 [130.96646663 114.46024254]
 [100.38987095 109.94619171]
 [145.63002468 144.71907509]
 [ 91.72963778 145.42602539]
 [160.97142559 190.96952279]
 [ 45.54280953 188.61782511]
 [157.32001076 149.26627565]
 [ 63.53359022 136.62235988]
 [132.60503595 251.78372628]
 [ 90.56909375 253.60587772]
 [136.68942437 332.50090967]
 [ 84.69216339 330.00128229]
 [146.41624445 398.45285857]
 [ 82.82492242 395.28921693]]"
139,"[[111.44013627 113.05732081]
 [117.76383552 106.30425447]
 [108.22007204 105.35816672]
 [131.02093046 114.27490311]
 [100.30467133 109.92255371]
 [145.55785893 144.65374611]
 [ 91.65036501 145.2696952 ]
 [160.94942448 190.71231441]
 [ 45.77011025 188.5745955 ]
 [157.05443438 149.12071348]
 [ 63.6559576  136.79507386]
 [132.47632023 251.78677316]
 [ 90.5626871  253.60978112]
 [136.594067   332.5792402 ]
 [ 84.82418305 329.78966829]
 [146.15286418 398.58787305]
 [ 82.83138905 395.26731478]]"
140,"[[109.50885115 110.90016432]
 [117.40388707 106.45542272]
 [108.36921686 105.4471589 ]
 [130.65339219 114.595333  ]
 [ 99.89517165 109.68705857]
 [143.23683318 140.753898  ]
 [ 97.17774806 144.32939521]
 [159.55112895 191.49358339]
 [ 44.72790579 187.93074237]
 [157.6469074  150.4441292 ]
 [ 64.15710686 134.59907866]
 [132.86746536 251.49874994]
 [ 90.77969047 253.27537201]
 [136.11875424 331.39610796]
 [ 84.30706115 329.70571509]
 [146.18030135 397.55568388]
 [ 82.8589415  395.25166663]]"
141,"[[109.57057994 110.78404311]
 [117.48322715 106.38508135]
 [108.42676074 105.34806526]
 [130.6392991  114.4462881 ]
 [ 99.82495841 109.46419992]
 [143.34534969 140.54024491]
 [ 97.23763029 144.18555991]
 [159.3077603  191.40926825]
 [ 44.60389244 187.91115317]
 [157.8272768  150.30852206]
 [ 64.06480822 134.45495877]
 [132.87312415 251.30504005]
 [ 90.76343295 253.2213944 ]
 [136.17271163 331.62706215]
 [ 84.48599081 329.76859779]
 [146.21700063 397.77669341]
 [ 82.85068229 395.11292765]]"
142,"[[109.64703323 109.88880251]
 [117.61954268 106.33159071]
 [108.25360965 105.19052626]
 [130.13319692 114.63411766]
 [ 99.97647157 109.09230052]
 [144.90056179 144.08952523]
 [ 97.40160889 144.26231554]
 [159.30373398 191.40394951]
 [ 44.01170867 187.21355004]
 [158.2856579  150.04104472]
 [ 63.62426088 131.58488118]
 [132.91322601 251.29882438]
 [ 90.86336906 253.29343103]
 [136.12834223 331.62373621]
 [ 84.70071947 329.93284185]
 [146.52192881 398.09562852]
 [ 82.96503769 395.33076251]]"
143,"[[109.73275463 109.83286318]
 [117.67988005 106.2298522 ]
 [108.19333325 105.09936859]
 [130.26287856 114.49661995]
 [ 99.98113828 109.07519352]
 [144.98611392 144.18306182]
 [ 97.59594676 144.3024589 ]
 [159.25039501 191.37157841]
 [ 44.1436267  187.42013196]
 [158.49946461 150.08479239]
 [ 63.42675901 132.21085954]
 [133.0015933  251.49552519]
 [ 90.82693267 253.43921441]
 [136.34092512 331.66823403]
 [ 84.60665623 329.83940334]
 [146.23192104 397.98158646]
 [ 83.06698629 395.31480767]]"
144,"[[111.09950039 112.3246057 ]
 [117.53931431 106.25073551]
 [108.51675235 105.29278766]
 [130.69211496 114.29899423]
 [ 99.8103472  109.5469008 ]
 [145.67792593 143.99499257]
 [ 97.43407395 144.60932117]
 [160.9952726  192.46916045]
 [ 44.14872857 186.83618278]
 [157.87097615 149.56596522]
 [ 63.90491324 131.69882723]
 [133.34808481 251.72864175]
 [ 91.04801999 253.69391098]
 [136.13607632 331.69601443]
 [ 84.3531998  329.7243293 ]
 [146.28374599 397.94236731]
 [ 83.00966165 395.38801287]]"
145,"[[109.74601574 110.16205173]
 [117.56262587 106.20952978]
 [107.95550494 105.09560955]
 [130.6467703  114.32696873]
 [ 99.94762966 109.40808445]
 [143.41065099 141.10351464]
 [ 97.41042852 144.61643308]
 [159.42141066 192.38101719]
 [ 44.30008912 186.74972874]
 [158.07438946 149.68325655]
 [ 64.12227679 131.18220354]
 [133.29894308 251.71473567]
 [ 91.00143219 253.64749047]
 [136.15515632 331.9299851 ]
 [ 84.41835449 329.85339093]
 [146.24144439 398.0854124 ]
 [ 82.97935835 395.46952912]]"
146,"[[110.62344527 112.83073145]
 [117.155957   106.40022663]
 [108.35998939 105.84642771]
 [130.50829402 114.28705539]
 [ 99.76409859 110.41329725]
 [145.43011248 144.50306138]
 [ 97.34997053 144.49736791]
 [161.09730016 195.05920156]
 [ 44.47394158 187.14892631]
 [156.57851588 169.5670541 ]
 [ 63.46562938 132.45451308]
 [132.89678132 252.10857487]
 [ 90.56464695 254.00689619]
 [135.82612224 331.34727295]
 [ 84.48947435 330.06817684]
 [146.15103428 398.3521244 ]
 [ 82.90824016 395.92101966]]"
